,UUID,no_of_sessions,last_subcat_visited,max_subcat_visited,last_subcattype_visited,max_subcattype_visited
244,006f36cb-5695-480f-8d2e-0ea1abf95a4e,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
245,006f46c2-1c2c-4bc9-84c9-1f5c3a043b57,3,NULL,Houses - Apartments for Rent,NULL,Rent
246,00708763-a1e9-4d53-85dd-d3e5e9cdb31c,1,NULL,NULL,NULL,NULL
247,0070f07b-6f77-4698-89df-1c93c38312a7,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
248,007151cb-f884-4d3b-8ea7-1d8e293988a6,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
249,0072bf02-674f-4a30-9698-ef15b6bda772,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
250,0073a94a-949f-4db5-8ca9-e9742451a296,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
251,007427b0-0607-4570-9b00-2359988c54c3,1,NULL,NULL,NULL,NULL
252,0074b6e2-c8ec-4396-978e-f6789094a116,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
253,0074f547-f9ed-4e6b-8724-d3d31063b50f,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
254,00751983-eaa1-4713-8c3a-eb84260dc9b6,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
255,00756d0b-e516-4bb0-85a0-8a4dca89a1ee,2,NULL,NULL,NULL,NULL
256,00757288-55d7-4025-8985-a37e3cb0b8a2,1,NULL,NULL,NULL,NULL
257,00764c58-f980-4a5b-b2f8-828a7976318b,1,NULL,NULL,NULL,NULL
258,0076a7b8-e6b1-46fa-b4cf-c7b52fce5dc6,1,NULL,NULL,NULL,NULL
259,0076c6d5-006f-4ec9-b686-16f5ed81efe9,1,NULL,NULL,NULL,NULL
260,0077082e-2a20-4ff0-9a34-c231f95b4ab3,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
261,007710f1-6f2f-46ac-81aa-6edab6ef0f23,1,NULL,NULL,NULL,NULL
262,00773650-fad1-4ed7-899d-f889dbdbe687,1,NULL,NULL,NULL,NULL
263,00779e2b-066f-4f80-8a91-8a8a156e7b3b,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
264,0077e2d1-de36-4bbe-8460-6670dc22847e,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
265,0078ad17-1d24-48e7-8156-4fa86d9cc311,2,NULL,NULL,NULL,NULL
266,0078d192-f116-4c3f-86c0-7c2fdc5925b4,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
267,0078d446-0ada-4d69-8865-32c9b982f43b,2,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
268,0079358c-a862-4b1e-8c62-973622dc06b2,1,NULL,NULL,NULL,NULL
269,007943e8-c5ed-4bc6-96eb-d915ee35cd38,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
270,007946fd-f02d-40a0-8181-5429666e7310,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
271,0079894b-4e40-4da8-9e85-2bdaadaac380,4,NULL,Villas/Bungalows for Sale,NULL,Sale
272,0079b3be-ceb6-4b84-9ea1-dec4d189bcbe,1,NULL,NULL,NULL,NULL
273,0079c02e-be2a-4730-87a3-fc376dd700ac,1,NULL,NULL,NULL,NULL
274,0079e712-2d48-4051-a5cb-cdfecf8111f6,1,NULL,Houses - Apartments for Rent,NULL,Rent
275,007aa1a2-bd18-4644-92d8-aa42657096e4,4,NULL,NULL,NULL,NULL
276,007b2fff-7bcd-4051-a660-591540830e8f,2,NULL,Land - Plot For Sale,NULL,Sale
277,007c6922-dbf1-41b3-9c72-214a964ec8d0,1,NULL,NULL,NULL,NULL
278,007cdff3-046f-4142-96ad-992f3df6f4bc,2,NULL,NULL,NULL,NULL
279,007f0cea-6511-4c3a-8162-cfe2d2d61dab,1,NULL,NULL,NULL,NULL
280,00800f42-69c8-4226-8ac2-0ab008eccfe3,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
281,00802294-eed8-45c7-8fbd-739f5f2453cf,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
282,00803939-dd91-40cf-8a91-29183a433f02,1,NULL,NULL,NULL,NULL
283,0080b67d-b678-4b69-825f-69acf340df42,1,NULL,NULL,NULL,NULL
284,00812572-4a25-4bfc-8890-bd2e71d6c357,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
285,008129b6-c48d-43b4-85dc-f9de243d50cc,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
286,00812c25-f547-4f6f-829e-01f0eedb6ab0,2,Residential Plot For Sale,Villas/Bungalows for Sale,Sale,Sale
287,008196ab-5a18-42c5-8648-7801ec4acf3f,1,NULL,NULL,NULL,NULL
288,00823406-be7c-414d-8564-ac823d5c4ffe,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
289,0082d35a-384b-4c52-8503-4b69e2cc8314,1,NULL,NULL,NULL,NULL
290,00845834-46fe-4ec6-8cdb-6ffc92ed0cf6,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
291,00847c1f-032f-41e8-8f14-549d5650f651,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
292,0084956c-80cb-46f4-8aad-cfc2362ad0ad,1,Flatmates,Residential,Others,Others
293,0084c9e9-5749-43be-8b12-03d8f875a157,2,Commercial Property for Rent,Commercial Property for Rent,Rent,Rent
294,0085372b-229b-49e6-81fb-ab3de1a54c5c,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
295,0085715c-0052-4aad-8f9e-5b9106537297,1,NULL,NULL,NULL,NULL
296,00865af9-fde0-4e82-930d-a11ac012e624,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
297,008663176b9c401a81d64c8fe36e04b7@quikr.com,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
298,0086e269-e1c6-4af7-8d3c-17113f445516,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
299,0086f6b1-43fa-464d-8325-2d7513a89c68,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
300,00872e7a-03fa-453c-9ef1-66d0b7a30b0e,1,NULL,NULL,NULL,NULL
301,008791e8-209f-4f91-b107-c235fb0a377c,1,NULL,NULL,NULL,NULL
302,00883698-de8e-4d9a-a882-6551c918e1b8,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
303,008850f0-3838-4247-8a0e-98e47941214e,1,NULL,NULL,NULL,NULL
304,0088ebd9-1f46-4db7-a760-d6a26cf53ae3,2,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
305,00898538-b5e2-4985-8b6a-80f00bf6ff69,1,NULL,NULL,NULL,NULL
306,0089e54c-3cee-4375-8002-3b6388402ca9,1,Houses - Apartments for Rent,NULL,Rent,NULL
307,008a1e02-99c3-4b06-8626-d87f7ff15afd,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
308,008ae747-89e3-4cd0-8663-9b47d948b8dc,1,Houses - Apartments for Rent,NULL,Rent,NULL
309,008c4270-6b74-40f0-8c4d-53637cf80e66,1,Villas/Bungalows for Sale,Houses - Apartments for Sale,Sale,Sale
310,008ccf54-eae5-4b8b-9ab8-6288845ddfb3,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
311,008d5410-0bb9-450e-8339-cbaec4230be6,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
312,008d7841-fee6-4720-9e61-9f0bd0f2a4bd,1,NULL,NULL,NULL,NULL
313,008d9683-b4c8-4309-8da3-5c6463fb1d3f,1,NULL,NULL,NULL,NULL
314,008de591-2e92-4e4b-8e95-43b0e0adbe88,1,Commercial Property for Rent,Commercial Property for Rent,Rent,Rent
315,008dedfc-d6c1-4d94-8b63-4bedc8774ec0,1,NULL,NULL,NULL,NULL
316,008deec7-855e-4b3e-915e-126ecb912aa1,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
317,008e33ad-d537-4802-878a-061be6d1f58b,1,Villas/Bungalows for Sale,Land - Plot For Sale,Sale,Sale
318,008e41b5-096c-45b4-8782-8d5ac132898d,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
319,008f2343-5c0e-4a07-8d8b-fd81a44f34e1,1,Commercial Property for Sale,Commercial Property for Sale,Sale,Sale
320,008f39f6-510c-4c1b-8dca-a62bd4953f30,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
321,008f3c76-1d46-49be-8d58-eb72aad355a4,1,NULL,NULL,NULL,NULL
322,008f5b98-c0ca-4a35-8b79-d79a72b00cd7,2,NULL,NULL,NULL,NULL
323,008f6a40-03b8-4711-ba47-3cb59259bf22,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
324,008fad16-1c15-4c82-829e-b47820b43714,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
325,008fc726-d03a-4051-9c46-d5776b408123,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
326,008ff3c1-d19d-4f8e-9df9-2df39494fc01,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
327,00908d68-d234-44e5-9a34-4a63c2ac8310,1,Commercial Property for Rent,Commercial Property for Rent,Rent,Rent
328,0090f23d-ecea-4217-894a-5e1296538eff,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
329,0091047b-94d6-4e2f-89db-2bc617c9087d,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
330,009185e9-589b-4a12-a0f1-800410e8d986,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
331,0092b346-a4be-49ff-833a-1ff101e653d6,1,NULL,NULL,NULL,NULL
332,0092ddd0-79ec-40e7-9450-b126573efc97,1,NULL,NULL,NULL,NULL
333,00938f4c-85ec-4d59-bb90-eed70316fe06,1,NULL,NULL,NULL,NULL
334,00955183-a0ac-47ea-93aa-7f4d56ac6b35,1,NULL,NULL,NULL,NULL
335,00955637-69c7-4523-a359-59e87966c388,2,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
336,009566e3-af15-44e5-89ff-6345f1e9a4ce,1,NULL,NULL,NULL,NULL
337,009593b4-b0b1-4f6b-a122-ed9c42b9a5c0,4,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
338,0095b15b-24d4-4b1c-9d8f-41a027b52f1d,1,NULL,NULL,NULL,NULL
339,0095ce41-27be-4491-a959-b504988bf624,1,NULL,NULL,NULL,NULL
340,009719b8-3c67-4a7f-ac5e-a044b8ffa0b1,2,NULL,Villas/Bungalows for Sale,NULL,Sale
341,00979293-bf1d-44b7-bc17-d707dbdce8c8,1,NULL,NULL,NULL,NULL
342,0097a57f-465d-46fa-8bc6-fd353f169017,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
343,0097e507-73aa-4098-b2e0-477554ebad94,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
344,0098035c-5ec4-414e-82de-026ba0b68c4d,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
345,00984feb-cb63-44ec-9297-d2956ce9bb85,1,NULL,NULL,NULL,NULL
346,0098a33e-c89b-485f-9380-1dda127beaf9,1,Paying Guest - Hostel,NULL,Others,NULL
347,0098dcea-13d1-4c92-95c2-5652879db190,1,NULL,Land - Plot For Sale,NULL,Sale
348,00992d1e-e301-40ea-8859-4b9673181dd8,1,NULL,NULL,NULL,NULL
349,0099c938-8dfa-40c2-a453-dbdf8737e10c,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
350,009a09ed-6fc9-4a0d-9c0c-f0daf47890b7,1,Residential Apartment For Sale,Residential Apartment For Sale,Sale,Sale
351,009a2d94-7585-4bce-8463-8809cc81effb,3,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
352,009a4eb5-c235-4de9-b35f-24dc5d39bfdc,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
353,009a5ba8-e0d0-47c5-b65e-8b38b35573b9,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
354,009b0f73-9dc5-4215-862f-74733adf4293,1,Villas/Bungalows for Rent,Villas/Bungalows for Rent,Rent,Rent
355,009b32f5-ae38-4891-885c-91be13b9afd2,2,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
356,009cfdc5-c8fc-4db8-855e-ca3ee5442b1f,1,NULL,Land - Plot For Sale,NULL,Sale
357,009d5e88-4ca0-4e7e-8200-a65db98ee5af,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
358,009d7e89-d1e7-44a7-9e26-31759a658b50,1,NULL,Land - Plot For Sale,NULL,Sale
359,009db3c3-6f7c-477b-bf88-da077099af8e,1,NULL,NULL,NULL,NULL
360,009dfa39-a8aa-41f4-9f66-7a96a85bc719,1,NULL,NULL,NULL,NULL
361,009e32a8-c726-46a0-b8db-97dc4b9f07c9,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
362,009ea08b-816b-449b-a483-b02d8c87d299,5,NULL,NULL,NULL,NULL
363,009eb2eb-aa1e-4781-9680-dd96dda13cb9,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
364,009f27d5-f1d5-4588-bc25-a3558685d782,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
365,009f91b2-be7a-4409-bc81-8293e747a5e6,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
366,00a002a9-75e6-4fa5-9dde-1044b15ab119,3,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
367,00a18602-0192-480b-8122-e90ba774588d,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
368,00a1c942-c5da-44eb-adbf-5f3c95178b7e,2,NULL,NULL,NULL,NULL
369,00a2f1dc-dbf1-4ad6-8a94-6698df805cd0,1,NULL,NULL,NULL,NULL
370,00a39851-9770-4f50-a639-8f4f846443e7,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
371,00a4169b-b185-426e-9935-da4a144b87ea,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
372,00a42720-e80b-4868-9d01-326b895ab661,1,NULL,NULL,NULL,NULL
373,00a479bc-3b08-4ced-b878-140d220a564e,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
374,00a49493-180d-4adc-9c75-cee61867ce4c,1,Villas/Bungalows for Rent,Villas/Bungalows for Rent,Rent,Rent
375,00a52b62-eaf7-490a-a617-09d4d47a3118,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
376,00a63c6a-ce39-4d9e-84b4-f06ebdd05b26,1,Residential Apartment For Sale,Residential Apartment For Sale,Sale,Sale
377,00a683b4-9321-4129-ad1e-1268663ff9a2,1,NULL,NULL,NULL,NULL
378,00a6c814-1524-4f39-b5b9-0f9a507f2bde,1,NULL,NULL,NULL,NULL
379,00a6c9d5-2ff1-4c8b-ad70-e5cd36b2c5ed,1,Residential Villa For Sale,Residential Villa For Sale,Sale,Sale
380,00a6cf62-3fd0-4fcc-8935-2975bf4e8ad5,1,NULL,NULL,NULL,NULL
381,00a77810-e890-4fe2-af29-caab34def913,1,NULL,NULL,NULL,NULL
382,00a7c9f5-3555-43df-838b-ee34f3ae6a74,1,Houses - Apartments for Sale,Residential - Builder floors For Sale,Sale,Sale
383,00a85fec-cb65-4f81-98ce-2707c75fb114,1,NULL,NULL,NULL,NULL
384,00a8bd91-309c-4792-b1dc-4da230b09930,1,Houses - Apartments for Rent,NULL,Rent,NULL
385,00a8fb49-1514-426f-bee7-90bd433cd3a8,1,Villas/Bungalows for Sale,NULL,Sale,NULL
386,00a99192-9642-4190-bee7-e4088d8f36b9,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
387,00a9b42f-0370-4fce-87e2-22e7854b8401,1,NULL,Land - Plot For Sale,NULL,Sale
388,00aa06cd-0540-451a-8769-51d2bb94a9b3,1,NULL,Villas/Bungalows for Sale,NULL,Sale
389,00aa9430-5b8f-4f6f-8b6a-98e2a4ae3bfd,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
390,00aacaee-ea27-4b48-8917-c59de026d112,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
391,00aad60e-c532-4fc4-8060-d82e52874cda,1,Residential,Residential,Others,Others
392,00aae5d1-a56a-47d1-a811-b415085eab14,1,NULL,NULL,NULL,NULL
393,00ab0d6d-06c6-4255-8f2e-e5475dda0733,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
394,00ab8b6b-164a-49ca-b9bd-3e0c8cdd9a38,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
395,00abe7e6-fcb4-4a2e-8e78-5a1104eec14f,1,NULL,Houses - Apartments for Rent,NULL,Rent
396,00ac0f8d-55db-4318-8ab6-6416773a8757,1,Villas/Bungalows for Rent,Villas/Bungalows for Rent,Rent,Rent
397,00ac7bed-6b69-4ad5-87cc-02eae8ad87d3,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
398,00ac8856-0d4f-44ab-8d5f-0b0fb2d3c7b4,3,NULL,Residential,NULL,Others
399,00ad4746-9e1b-4cee-8b4c-f82245250b30,1,Houses - Apartments for Rent,NULL,Rent,NULL
400,00ad7ff5-d5c1-4db2-8e2f-182b5955fef7,4,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
401,00adbdca-59ce-4deb-8a5a-2832161b8aca,1,NULL,NULL,NULL,NULL
402,00ae3a7e-4074-41bd-b804-461d424b19c7,1,Villas/Bungalows for Rent,Villas/Bungalows for Rent,Rent,Rent
403,00ae87de-89be-48f6-aec5-c46e222d563b,1,Paying Guest - Hostel,Paying Guest - Hostel,Others,Others
404,00aeaf2b-e373-4068-acde-dd3c8d84963b,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
405,00aec947-ad9e-4bfb-be1f-b81b1f33f85d,1,Villas/Bungalows for Rent,Villas/Bungalows for Rent,Rent,Rent
406,00aed164-cc3c-4559-810e-37c3f514977c,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
407,00af2f24-1b74-4c30-87f9-4a81891b46e3,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
408,00af357b-b6dc-4d7a-a95d-00d82e0a9698,1,NULL,NULL,NULL,NULL
409,00b005da-3463-4569-816e-a4ddf4fe722f,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
410,00b0751a-03f5-47e9-87df-931a630269e4,1,"Real Estate,Commercial Property for Rent",Commercial Property for Rent,Rent,Rent
411,00b0abf1-f20f-4fb3-9b37-115f33d1014d,1,Villas/Bungalows for Rent,Villas/Bungalows for Rent,Rent,Rent
412,00b12fbd-c801-427d-8124-04a9b82b3dac,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
413,00b136db-c2e0-4176-99ef-41af4b1ff198,1,NULL,NULL,NULL,NULL
414,00b1d39c-1cf0-43a7-8791-5d0f821087e6,1,Villas/Bungalows for Rent,Houses - Apartments for Rent,Rent,Rent
415,00b1eb9f-544b-45f8-b8ae-1146ef1ba5e2,1,NULL,NULL,NULL,NULL
416,00b26cb1-bb8a-47c3-b94b-b4e8aa4d2a9f,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
417,00b31842-35b8-47fd-89b8-16756a91df35,4,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
418,00b3568c-bd6a-4435-8f32-d3c3b1c490e2,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
419,00b488fe-293b-4a47-b412-485da9351ab8,2,Houses - Apartments for Rent,NULL,Rent,NULL
420,00b5f973-ad5f-40bc-8589-f9318d7a2ef0,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
421,00b6046f-315c-4675-8e72-042273d8f9b3,1,Residential,Residential,Others,Others
422,00b87e31-75d5-4522-b01a-79c6721a00ab,2,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
423,00b8e495-27b0-4516-874c-b66912b8a5f9,1,NULL,NULL,NULL,NULL
424,00b8eb1c-70c6-44b4-b397-a950a105eb78,3,Houses - Apartments for Rent,Houses - Apartments for Sale,Rent,Sale
425,00b966c1-0c52-467f-8316-517cf8a25239,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
426,00b9be83-24e1-4bdc-8504-b2076ebfb6e0,1,NULL,NULL,NULL,NULL
427,00b9ce6d-b2f0-4517-8608-6768111a4874,1,NULL,NULL,NULL,NULL
428,00ba0dc6-5650-4719-8440-daa73919bd9d,1,NULL,NULL,NULL,NULL
429,00ba9d91-31ba-48d5-90c4-f0228535a435,1,NULL,Land - Plot For Sale,NULL,Sale
430,00badb5c-df49-4acd-8f5c-ca5e6fa2e5d1,1,NULL,Houses - Apartments for Rent,NULL,Rent
431,00bafa2e-22be-478c-b12d-4f66b7caf99d,1,NULL,NULL,NULL,NULL
432,00bb9f86-9174-404d-a213-02634485354e,2,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
433,00bc03f7-b96f-4d37-8493-12e649f3c317,1,NULL,NULL,NULL,NULL
434,00bc6795-7aa9-4e10-8209-e22ec4575086,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
435,00bc698d-73bf-496c-8f22-3cd36c78d53b,1,NULL,NULL,NULL,NULL
436,00bd5d9f200a4105b67442c2c7fd700a@quikr.com,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
437,00be1700-ff12-48ad-92ac-6bbf5b851805,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
438,00be41ae-9e03-4934-80cd-389152626537,3,Villa For Rent,Villa For Rent,Rent,Rent
439,00be8727-39ea-4dc1-8045-f040f25d6af7,1,NULL,NULL,NULL,NULL
440,00bee9a4-50c6-4171-8a80-e4d73feca850,1,NULL,NULL,NULL,NULL
441,00bf3f9f-8312-42b0-8c77-1dd2cc25c37f,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
442,00bfc8cf-9fed-4c06-b021-9167ad436a2d,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
443,00bfd36b-4eaa-4b33-ac26-f34a09ac7c1e,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
444,00bff929-cc45-4995-97e1-e5341f2c87d2,1,NULL,NULL,NULL,NULL
445,00c0f98f-38c5-42b1-8f7a-10e53f4f16f1,2,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
446,00c1009d-14e4-4502-b21f-fa7ef0bf974f,1,NULL,NULL,NULL,NULL
447,00c23896-d5de-471d-a9f3-9664a7320e94,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
448,00c2442d-004c-4b6a-8c67-a817548cab21,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
449,00c266af-7d4b-4914-b38a-13770d1f6681,1,Residential Plot For Sale,Residential Plot For Sale,Sale,Sale
450,00c2adb9-f595-41cb-a724-3cd431186049,1,NULL,NULL,NULL,NULL
451,00c2e952-d64e-4ef4-881a-93086a800d30,1,NULL,NULL,NULL,NULL
452,00c313e1-e3d9-424c-add1-40da06deee42,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
453,00c3e636-29b6-4cb1-8182-aa860107b7fd,1,Residential Apartment For Sale,Residential Apartment For Sale,Sale,Sale
454,00c44cb8-1a3a-4c13-9bb8-09d1f686db2c,2,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
455,00c458f0-d3d3-4ad2-95a7-8f41013f837e,1,NULL,NULL,NULL,NULL
456,00c45a30-21fe-4789-817f-c20b047a667f,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
457,00c62b70-4fe8-4c73-8425-367ff938414f,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
458,00c63ccc-5ddd-4703-95d2-b0b035c202de,2,Land - Plot For Sale,Villas/Bungalows for Sale,Sale,Sale
459,00c6c48e-e9b1-47ce-b9b5-7ce0f4c8fa03,3,NULL,NULL,NULL,NULL
460,00c762b8-8b5f-454c-a91c-2c59da447eb0,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
461,00c82a7b-cd4a-469e-8653-7e5680e3fed4,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
462,00c88e37-705b-468a-b27b-082113178567,1,NULL,NULL,NULL,NULL
463,00c91255-455a-48c9-9d53-777fcbd44092,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
464,00c912e1-15f6-4cc6-8f33-6e81b12694d6,2,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
465,00c9df87-f7e7-4b33-9bfe-a7101d522bc4,1,NULL,NULL,NULL,NULL
466,00c9f441-8555-4e8e-855d-6f5994a65599,3,NULL,Houses - Apartments for Rent,NULL,Rent
467,00ca45ce-304e-4b49-a9ca-8e18c7555653,1,NULL,NULL,NULL,NULL
468,00ca76c2-4815-4b2b-8389-f26d2e6da737,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
469,00cb6c0a-52ad-4cc4-896d-83da63550bcb,1,Houses - Apartments for Sale,Houses - Apartments for Rent,Sale,Rent
470,00cbcb03-341a-4031-b532-eea33c2c16f3,1,NULL,NULL,NULL,NULL
471,00cbd241-b038-49bc-bbdc-409d29a1ee1e,1,NULL,NULL,NULL,NULL
472,00cbf404-b686-4c1a-9daa-a91dde046419,1,Commercial Property for Sale,Commercial Property for Sale,Sale,Sale
473,00ccaf6e-41c4-4e96-971b-24a4df7994c5,1,NULL,NULL,NULL,NULL
474,00cccdb0-0ed9-433e-8092-6535b9a7fc48,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
475,00cd013c-c74c-4ea8-bde8-44edaf7ed9bc,1,NULL,NULL,NULL,NULL
476,00cd19ac-4f49-41e5-8f97-f8350ba00a93,2,NULL,NULL,NULL,NULL
477,00cd2696-8697-489d-86da-4b8cc44c5ab0,4,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
478,00cd5547-8473-4d9c-8635-98b42acbd022,1,NULL,NULL,NULL,NULL
479,00cf289d-ebfe-4c50-932d-e2d255235a5f,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
480,00cf896a-8b63-4e7b-9bc3-a64590dbbf07,1,NULL,NULL,NULL,NULL
481,00d2c2e0-5685-4cb0-8966-7e7382cf53c8,4,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
482,00d3ea21-73fa-4035-896a-6660606523e0,1,NULL,NULL,NULL,NULL
483,00d3fd02-81dc-40aa-b579-0a9aea5be1ba,2,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
484,00d423cd-69dc-43c2-8b5c-cb0552af8e20,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
485,00d46e0d-a92c-498e-bea0-8fa5310bd6eb,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
486,00d530d4-2731-4a2a-81c3-3d2b77a0391f,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
487,00d5bb68-1caf-42b1-abbe-423883e64576,1,NULL,NULL,NULL,NULL
