UUID,event_type,datetime,subcategory_name
005374e4-be4b-407e-9f3e-18526cf80ce4,Search,2019-01-25 05:08:39.109 UTC,
0054431e-72aa-485b-bff9-ee2833069108,postadpage,2019-01-24 06:00:51.945 UTC,
0054431e-72aa-485b-bff9-ee2833069108,homepage,2019-01-24 06:01:03.820 UTC,
0054431e-72aa-485b-bff9-ee2833069108,homepage,2019-01-24 06:01:36.735 UTC,
0054431e-72aa-485b-bff9-ee2833069108,homepage,2019-01-24 06:03:56.185 UTC,
0054431e-72aa-485b-bff9-ee2833069108,homepage,2019-01-24 06:04:28.956 UTC,
0054431e-72aa-485b-bff9-ee2833069108,homepage,2019-01-24 06:04:35.923 UTC,
0054431e-72aa-485b-bff9-ee2833069108,homepage,2019-01-24 06:07:05.084 UTC,
0054431e-72aa-485b-bff9-ee2833069108,postadpage,2019-01-24 06:07:15.024 UTC,
0054d023-f456-4909-9080-40a697792778,listingsearchpage,2019-01-23 04:23:41.119 UTC,
0054d023-f456-4909-9080-40a697792778,quick_view_snb,2019-01-23 04:24:10.546 UTC,Houses - Apartments for Rent
0054d023-f456-4909-9080-40a697792778,VAP,2019-01-23 04:25:11.569 UTC,Houses - Apartments for Rent
0054d023-f456-4909-9080-40a697792778,listingsearchpage,2019-01-23 04:25:36.266 UTC,
0054d023-f456-4909-9080-40a697792778,VAP,2019-01-23 04:25:45.831 UTC,Houses - Apartments for Rent
0054d023-f456-4909-9080-40a697792778,listingsearchpage,2019-01-23 04:26:03.056 UTC,
00551391-be83-42a4-8b72-556eb7742aed,homepage,2019-01-24 11:01:25.310 UTC,
00551391-be83-42a4-8b72-556eb7742aed,homepage,2019-01-24 11:01:44.401 UTC,
00551391-be83-42a4-8b72-556eb7742aed,listingsearchpage,2019-01-24 15:08:39.398 UTC,
00551391-be83-42a4-8b72-556eb7742aed,quick_view_snb,2019-01-24 15:10:57.793 UTC,Houses - Apartments for Rent
00551391-be83-42a4-8b72-556eb7742aed,quick_view_snb,2019-01-24 15:22:47.598 UTC,Houses - Apartments for Rent
00551391-be83-42a4-8b72-556eb7742aed,quick_view_snb,2019-01-24 15:23:56.112 UTC,Houses - Apartments for Rent
00551391-be83-42a4-8b72-556eb7742aed,quick_view_snb,2019-01-24 15:24:20.919 UTC,Houses - Apartments for Rent
00551391-be83-42a4-8b72-556eb7742aed,quick_view_snb,2019-01-24 15:24:58.468 UTC,Houses - Apartments for Rent
00551391-be83-42a4-8b72-556eb7742aed,quick_view_snb,2019-01-24 15:25:18.358 UTC,Houses - Apartments for Rent
00551391-be83-42a4-8b72-556eb7742aed,quick_view_snb,2019-01-24 15:25:40.799 UTC,Houses - Apartments for Rent
00551391-be83-42a4-8b72-556eb7742aed,quick_view_snb,2019-01-24 15:26:03.789 UTC,Houses - Apartments for Rent
00551391-be83-42a4-8b72-556eb7742aed,VAP,2019-01-24 15:26:11.492 UTC,Houses - Apartments for Rent
00551391-be83-42a4-8b72-556eb7742aed,agentpage,2019-01-24 15:26:54.307 UTC,
005600ec-9898-481c-8e59-22a57c19fe4f,Browse,2019-01-24 05:02:52.344 UTC,
005600ec-9898-481c-8e59-22a57c19fe4f,Browse,2019-01-24 05:03:19.183 UTC,
005600ec-9898-481c-8e59-22a57c19fe4f,Filter_select,2019-01-24 05:04:10.314 UTC,
005600ec-9898-481c-8e59-22a57c19fe4f,Browse,2019-01-24 05:04:45.774 UTC,
00564435-b88c-4a1a-871e-db878a0931e5,VAP,2019-01-25 08:09:55.126 UTC,Houses - Apartments for Sale
00564435-b88c-4a1a-871e-db878a0931e5,RE_PROJECT_HOME,2019-01-25 08:10:48.073 UTC,
00565c0f-e5c2-43ea-bcad-8733d6dc07db,Browse,2019-01-24 14:57:36.435 UTC,
00565c0f-e5c2-43ea-bcad-8733d6dc07db,VAP,2019-01-24 15:09:39.082 UTC,Houses - Apartments for Sale
00568f5f-1576-4ae8-8337-9772ac553871,homepage,2019-01-23 08:40:25.654 UTC,
00568f5f-1576-4ae8-8337-9772ac553871,homepage,2019-01-23 08:40:34.553 UTC,
0057cda4-d869-4c2a-81ad-8b4337c91909,VAP,2019-01-23 06:17:57.616 UTC,Villas/Bungalows for Sale
005801eb-43cc-48d0-8db0-88d31a38d781,Filter_select,2019-01-24 04:41:57.845 UTC,
00589a54-954c-45e1-8ef9-89ff4562c1f4,VAP,2019-01-23 18:38:31.750 UTC,Villas/Bungalows for Sale
00589a54-954c-45e1-8ef9-89ff4562c1f4,VAP,2019-01-23 18:38:57.586 UTC,Villas/Bungalows for Sale
00589a54-954c-45e1-8ef9-89ff4562c1f4,listingLocation,2019-01-23 18:39:20.856 UTC,Villas/Bungalows for Sale
00589a54-954c-45e1-8ef9-89ff4562c1f4,vap_location,2019-01-23 18:39:21.454 UTC,
00589a54-954c-45e1-8ef9-89ff4562c1f4,VAP,2019-01-23 18:39:35.028 UTC,Villas/Bungalows for Sale
0058b1f0-2448-4f9b-9536-4049286e689e,VAP,2019-01-23 13:35:31.515 UTC,Houses - Apartments for Rent
0058b1f0-2448-4f9b-9536-4049286e689e,VAP,2019-01-24 11:33:33.395 UTC,Houses - Apartments for Rent
0058b1f0-2448-4f9b-9536-4049286e689e,VAP,2019-01-25 02:48:51.875 UTC,Houses - Apartments for Rent
0058b1f0-2448-4f9b-9536-4049286e689e,VAP,2019-01-25 06:39:25.755 UTC,Villas/Bungalows for Sale
0058d02b-4176-4ffa-8081-0957138caa9a,Browse,2019-01-23 20:36:17.391 UTC,
0058d02b-4176-4ffa-8081-0957138caa9a,VAP,2019-01-23 20:36:23.617 UTC,Residential - Builder floors For Rent
0058d02b-4176-4ffa-8081-0957138caa9a,Filter_select,2019-01-23 20:36:40.117 UTC,
0058d02b-4176-4ffa-8081-0957138caa9a,Filter_select,2019-01-23 20:37:02.210 UTC,
0058d02b-4176-4ffa-8081-0957138caa9a,Filter_select,2019-01-23 20:37:04.519 UTC,
0058d02b-4176-4ffa-8081-0957138caa9a,Browse,2019-01-23 20:37:31.938 UTC,
0058d02b-4176-4ffa-8081-0957138caa9a,Search,2019-01-23 20:38:22.086 UTC,
005a2ea0-3472-4d32-8798-2ea6a918ca7e,VAP,2019-01-24 04:55:13.589 UTC,Houses - Apartments for Rent
005a2ea0-3472-4d32-8798-2ea6a918ca7e,quick_view_snb,2019-01-24 04:55:41.746 UTC,Villas/Bungalows for Rent
005a2ea0-3472-4d32-8798-2ea6a918ca7e,quick_view_snb,2019-01-24 04:56:18.409 UTC,Villas/Bungalows for Rent
005a2ea0-3472-4d32-8798-2ea6a918ca7e,VAP,2019-01-24 04:56:37.665 UTC,Villas/Bungalows for Rent
005a2ea0-3472-4d32-8798-2ea6a918ca7e,quick_view_snb,2019-01-24 04:56:58.932 UTC,Houses - Apartments for Rent
005a2ea0-3472-4d32-8798-2ea6a918ca7e,quick_view_snb,2019-01-24 05:09:15.617 UTC,Residential - Builder floors For Rent
005a2ea0-3472-4d32-8798-2ea6a918ca7e,VAP,2019-01-24 05:09:30.120 UTC,Residential - Builder floors For Rent
005ac282-b60d-4404-8580-8d50c4822d8c,quick_view_snb,2019-01-23 12:58:06.052 UTC,Houses - Apartments for Rent
005ac282-b60d-4404-8580-8d50c4822d8c,contact_init_snb,2019-01-23 12:58:09.886 UTC,Houses - Apartments for Rent
005ac282-b60d-4404-8580-8d50c4822d8c,rcb_snb,2019-01-23 12:58:11.623 UTC,Houses - Apartments for Rent
005ac282-b60d-4404-8580-8d50c4822d8c,rcb_snb,2019-01-23 12:58:29.723 UTC,Houses - Apartments for Rent
005ac282-b60d-4404-8580-8d50c4822d8c,contact_init_snb,2019-01-23 13:01:38.856 UTC,Houses - Apartments for Rent
005ac282-b60d-4404-8580-8d50c4822d8c,rcb_snb,2019-01-23 13:01:40.596 UTC,Houses - Apartments for Rent
005ac282-b60d-4404-8580-8d50c4822d8c,rcb_snb,2019-01-23 13:01:52.145 UTC,Houses - Apartments for Rent
005ac282-b60d-4404-8580-8d50c4822d8c,rcb_snb,2019-01-23 13:01:57.743 UTC,Houses - Apartments for Rent
005b1f10-442b-46d7-9b99-1443950c2a30,homepage,2019-01-23 04:12:32.898 UTC,
005b1f10-442b-46d7-9b99-1443950c2a30,homepage,2019-01-23 04:12:46.407 UTC,
005bf976-6a1d-490f-86c7-4eab4b9fa9df,Browse,2019-01-24 09:30:08.422 UTC,
005bf976-6a1d-490f-86c7-4eab4b9fa9df,VAP,2019-01-24 09:32:31.253 UTC,Houses - Apartments for Rent
005bf976-6a1d-490f-86c7-4eab4b9fa9df,contact_on_vap_initiate,2019-01-24 09:32:52.345 UTC,Houses - Apartments for Rent
005bf976-6a1d-490f-86c7-4eab4b9fa9df,pop_ups_vap,2019-01-24 09:33:30.379 UTC,Houses - Apartments for Rent
005bf976-6a1d-490f-86c7-4eab4b9fa9df,contact_on_vap_initiate,2019-01-24 09:33:33.875 UTC,Houses - Apartments for Rent
005bf976-6a1d-490f-86c7-4eab4b9fa9df,contact_on_vap_success,2019-01-24 09:33:35.858 UTC,Houses - Apartments for Rent
005bf976-6a1d-490f-86c7-4eab4b9fa9df,view_number_on_vap_initiate,2019-01-24 09:34:10.496 UTC,Houses - Apartments for Rent
005bf976-6a1d-490f-86c7-4eab4b9fa9df,view_number_on_vap_success,2019-01-24 09:34:12.409 UTC,Houses - Apartments for Rent
005d189b-0290-48af-8324-403d6065ab07,VAP,2019-01-24 05:29:29.342 UTC,Houses - Apartments for Sale
005d189b-0290-48af-8324-403d6065ab07,Browse,2019-01-24 05:39:24.149 UTC,
005d189b-0290-48af-8324-403d6065ab07,Browse,2019-01-24 05:40:18.123 UTC,
005d2793-52fd-4f80-b540-3cfa23960927,quick_view_snb,2019-01-24 04:47:12.413 UTC,Land - Plot For Sale
005d2793-52fd-4f80-b540-3cfa23960927,quick_view_snb,2019-01-24 04:47:35.263 UTC,Land - Plot For Sale
005d2793-52fd-4f80-b540-3cfa23960927,contact_init_snb,2019-01-24 06:36:22.467 UTC,Houses - Apartments for Rent
005d2793-52fd-4f80-b540-3cfa23960927,rcb_snb,2019-01-24 06:36:25.937 UTC,Houses - Apartments for Rent
005d2793-52fd-4f80-b540-3cfa23960927,VAP,2019-01-25 06:08:47.177 UTC,Houses - Apartments for Rent
005d2793-52fd-4f80-b540-3cfa23960927,rcb_vap,2019-01-25 06:09:12.692 UTC,Houses - Apartments for Rent
005d2793-52fd-4f80-b540-3cfa23960927,quick_view_snb,2019-01-25 06:09:50.468 UTC,Houses - Apartments for Rent
005d2793-52fd-4f80-b540-3cfa23960927,quick_view_snb,2019-01-25 06:10:01.560 UTC,Houses - Apartments for Rent
005d4165-8bc2-4b22-b4f2-b6a76f3fe94f,contact_on_vap_initiate,2019-01-25 00:29:01.668 UTC,Commercial Property for Rent
005d4165-8bc2-4b22-b4f2-b6a76f3fe94f,contact_on_vap_success,2019-01-25 00:30:02.402 UTC,Commercial Property for Rent
005e19b8-31f2-452c-ab18-6a8858bd3484,VAP,2019-01-25 06:38:42.250 UTC,Paying Guest - Hostel
005e19b8-31f2-452c-ab18-6a8858bd3484,VAP,2019-01-25 06:39:33.977 UTC,Paying Guest - Hostel
005e2ae3-9d37-4b71-928b-737be001977d,Search,2019-01-24 09:20:04.287 UTC,Houses - Apartments for Rent
005e2ae3-9d37-4b71-928b-737be001977d,Search,2019-01-24 09:20:57.094 UTC,Houses - Apartments for Rent
005e2ae3-9d37-4b71-928b-737be001977d,Search,2019-01-24 09:21:21.633 UTC,Houses - Apartments for Rent
005e2ae3-9d37-4b71-928b-737be001977d,Search,2019-01-24 09:21:34.361 UTC,Houses - Apartments for Rent
005e2ae3-9d37-4b71-928b-737be001977d,Search,2019-01-24 09:23:44.494 UTC,Houses - Apartments for Rent
005e2b5e-8b46-486d-8145-ab8a4cb54b74,VAP,2019-01-24 16:42:31.667 UTC,Houses - Apartments for Sale
005e2b5e-8b46-486d-8145-ab8a4cb54b74,quick_view_snb_project,2019-01-24 16:49:16.435 UTC,Houses - Apartments for Sale
005e2b5e-8b46-486d-8145-ab8a4cb54b74,contact_init_snb_project,2019-01-25 10:05:30.335 UTC,Houses - Apartments for Sale
005e2b5e-8b46-486d-8145-ab8a4cb54b74,quick_view_snb_project,2019-01-25 10:05:35.275 UTC,Houses - Apartments for Sale
005e2b5e-8b46-486d-8145-ab8a4cb54b74,quick_view_snb_project,2019-01-25 10:07:42.334 UTC,Houses - Apartments for Sale
005e2b5e-8b46-486d-8145-ab8a4cb54b74,contact_init_snb_project,2019-01-25 10:07:47.222 UTC,Houses - Apartments for Sale
005e2b5e-8b46-486d-8145-ab8a4cb54b74,rcb_snb_project,2019-01-25 10:08:51.347 UTC,Houses - Apartments for Sale
005e2b5e-8b46-486d-8145-ab8a4cb54b74,quick_view_snb_project,2019-01-25 10:13:44.167 UTC,Villas/Bungalows for Sale
005e3466-3aed-481f-88af-82afb9301b72,VAP,2019-01-25 07:09:49.987 UTC,Land - Plot For Sale
005e3466-3aed-481f-88af-82afb9301b72,VAP,2019-01-25 07:10:49.880 UTC,Land - Plot For Sale
005e3466-3aed-481f-88af-82afb9301b72,VAP,2019-01-25 07:11:34.484 UTC,Land - Plot For Sale
005eb56d-cda3-45be-bfed-d9b2b428bfc5,VAP,2019-01-24 08:16:31.710 UTC,Houses - Apartments for Rent
005eb56d-cda3-45be-bfed-d9b2b428bfc5,listingLocation,2019-01-24 08:17:31.644 UTC,Houses - Apartments for Rent
005edf15-4172-4ff3-9ff7-a88317459ac2,Browse,2019-01-23 08:06:42.165 UTC,
005edf15-4172-4ff3-9ff7-a88317459ac2,Filter_select,2019-01-23 08:06:50.770 UTC,
005edf15-4172-4ff3-9ff7-a88317459ac2,Filter_select,2019-01-23 08:06:54.848 UTC,
005edf15-4172-4ff3-9ff7-a88317459ac2,Filter_select,2019-01-23 08:07:07.384 UTC,
005ee0a8-eb71-4d62-8ade-27ed1ab9a159,VAP,2019-01-23 19:28:13.167 UTC,Houses - Apartments for Sale
005ee0a8-eb71-4d62-8ade-27ed1ab9a159,VAP,2019-01-23 19:28:38.517 UTC,Houses - Apartments for Sale
005ee0a8-eb71-4d62-8ade-27ed1ab9a159,VAP,2019-01-23 19:31:22.076 UTC,Houses - Apartments for Sale
005f3920-43af-46e8-8bb5-ca3927d39f55,VAP,2019-01-25 09:40:50.624 UTC,Houses - Apartments for Sale
0060133c-d7d1-4381-8b79-ed8c53e0d108,homepage,2019-01-25 01:22:25.731 UTC,
00605ee0-0666-4f51-b210-a75d30333027,Browse,2019-01-25 04:42:01.686 UTC,
00605ee0-0666-4f51-b210-a75d30333027,VAP,2019-01-25 04:44:01.289 UTC,Houses - Apartments for Sale
006066a3-7c4e-4a35-8b5e-859310c485b3,Browse,2019-01-23 16:45:33.439 UTC,
006066a3-7c4e-4a35-8b5e-859310c485b3,Filter_select,2019-01-23 16:46:22.884 UTC,
006066a3-7c4e-4a35-8b5e-859310c485b3,Filter_select,2019-01-23 16:46:59.396 UTC,
006066a3-7c4e-4a35-8b5e-859310c485b3,VAP,2019-01-23 16:47:18.852 UTC,Houses - Apartments for Rent
006066a3-7c4e-4a35-8b5e-859310c485b3,Browse,2019-01-23 16:47:29.622 UTC,
006066a3-7c4e-4a35-8b5e-859310c485b3,VAP,2019-01-23 16:47:39.192 UTC,Houses - Apartments for Rent
006066a3-7c4e-4a35-8b5e-859310c485b3,Browse,2019-01-23 16:47:57.344 UTC,
00607819-1e1c-4afa-a0ef-f73074801b7f,quick_view_snb,2019-01-24 10:45:47.558 UTC,Houses - Apartments for Rent
00607819-1e1c-4afa-a0ef-f73074801b7f,VAP,2019-01-24 10:46:38.558 UTC,Houses - Apartments for Rent
00607819-1e1c-4afa-a0ef-f73074801b7f,listingLocation,2019-01-24 10:46:48.117 UTC,Houses - Apartments for Rent
00607819-1e1c-4afa-a0ef-f73074801b7f,vap_location,2019-01-24 10:46:49.537 UTC,
00607819-1e1c-4afa-a0ef-f73074801b7f,VAP,2019-01-24 10:47:07.962 UTC,Houses - Apartments for Rent
00607819-1e1c-4afa-a0ef-f73074801b7f,rcb_vap,2019-01-24 10:48:24.997 UTC,Houses - Apartments for Rent
00607819-1e1c-4afa-a0ef-f73074801b7f,VAP,2019-01-24 10:49:38.552 UTC,Houses - Apartments for Rent
00607819-1e1c-4afa-a0ef-f73074801b7f,rcb_vap,2019-01-24 10:49:46.043 UTC,Houses - Apartments for Rent
0061342b-c182-42a7-a255-e1f6ebae5ba8,VAP,2019-01-23 08:48:23.833 UTC,Houses - Apartments for Sale
00614d9b-4d97-4ba5-90ec-dcb2a3482f5e,VAP,2019-01-24 06:13:48.034 UTC,Houses - Apartments for Sale
00614d9b-4d97-4ba5-90ec-dcb2a3482f5e,VAP,2019-01-24 06:14:26.486 UTC,Houses - Apartments for Sale
00614d9b-4d97-4ba5-90ec-dcb2a3482f5e,VAP,2019-01-24 06:14:52.870 UTC,Houses - Apartments for Sale
00614d9b-4d97-4ba5-90ec-dcb2a3482f5e,VAP,2019-01-24 06:15:34.809 UTC,Houses - Apartments for Sale
0062391c-978f-4c72-89c0-6f2202e226e2,Browse,2019-01-24 03:59:35.111 UTC,
0062391c-978f-4c72-89c0-6f2202e226e2,Browse,2019-01-24 04:04:34.940 UTC,
00629052-97e6-4260-89a0-7c0fa6808462,VAP,2019-01-23 11:56:05.716 UTC,Villas/Bungalows for Rent
00629052-97e6-4260-89a0-7c0fa6808462,rcb_vap,2019-01-23 11:56:16.102 UTC,Villas/Bungalows for Rent
00629052-97e6-4260-89a0-7c0fa6808462,rcb_vap,2019-01-23 11:56:29.519 UTC,Villas/Bungalows for Rent
00629052-97e6-4260-89a0-7c0fa6808462,rcb_vap,2019-01-23 11:56:36.278 UTC,Villas/Bungalows for Rent
00629052-97e6-4260-89a0-7c0fa6808462,VAP,2019-01-23 11:57:31.825 UTC,Villas/Bungalows for Rent
00629052-97e6-4260-89a0-7c0fa6808462,rcb_vap,2019-01-23 11:57:33.161 UTC,Villas/Bungalows for Rent
00629052-97e6-4260-89a0-7c0fa6808462,rcb_vap,2019-01-23 11:57:44.497 UTC,Villas/Bungalows for Rent
006294f4-2c6c-4e7e-80d5-7ca8cae754b8,Browse,2019-01-23 10:08:57.210 UTC,
006294f4-2c6c-4e7e-80d5-7ca8cae754b8,VAP,2019-01-23 10:09:08.021 UTC,Houses - Apartments for Rent
006294f4-2c6c-4e7e-80d5-7ca8cae754b8,VAP,2019-01-23 10:09:32.326 UTC,Houses - Apartments for Rent
006294f4-2c6c-4e7e-80d5-7ca8cae754b8,VAP,2019-01-23 10:09:58.168 UTC,Houses - Apartments for Rent
006294f4-2c6c-4e7e-80d5-7ca8cae754b8,VAP,2019-01-23 10:10:37.004 UTC,Houses - Apartments for Rent
006294f4-2c6c-4e7e-80d5-7ca8cae754b8,VAP,2019-01-23 10:14:05.849 UTC,Houses - Apartments for Rent
006294f4-2c6c-4e7e-80d5-7ca8cae754b8,view_number_on_vap_initiate,2019-01-23 10:14:16.432 UTC,Houses - Apartments for Rent
006294f4-2c6c-4e7e-80d5-7ca8cae754b8,view_number_on_vap_success,2019-01-23 10:15:23.065 UTC,Houses - Apartments for Rent
006294f4-2c6c-4e7e-80d5-7ca8cae754b8,Browse,2019-01-23 10:17:39.444 UTC,
006294f4-2c6c-4e7e-80d5-7ca8cae754b8,VAP,2019-01-23 10:39:54.364 UTC,"Real Estate,Houses - Apartments for Rent"
006294f4-2c6c-4e7e-80d5-7ca8cae754b8,VAP,2019-01-23 10:40:15.022 UTC,Houses - Apartments for Rent
0062ad6f-782a-4d6c-876c-79388899d441,Browse,2019-01-23 05:05:39.926 UTC,
0062bae6-736d-494e-81d2-ae439a5425f3,Browse,2019-01-25 06:50:33.978 UTC,
0062bae6-736d-494e-81d2-ae439a5425f3,Filter_select,2019-01-25 06:52:17.205 UTC,
0062bae6-736d-494e-81d2-ae439a5425f3,Browse,2019-01-25 08:14:07.516 UTC,
00630831-d99b-4784-8d44-6285ea971fc3,Browse,2019-01-25 09:33:51.552 UTC,
00630831-d99b-4784-8d44-6285ea971fc3,Filter_select,2019-01-25 09:34:00.495 UTC,
00630831-d99b-4784-8d44-6285ea971fc3,Filter_select,2019-01-25 09:34:09.901 UTC,
00630831-d99b-4784-8d44-6285ea971fc3,Browse,2019-01-25 09:34:23.544 UTC,
00630831-d99b-4784-8d44-6285ea971fc3,Filter_select,2019-01-25 09:34:35.334 UTC,
00630831-d99b-4784-8d44-6285ea971fc3,Filter_select,2019-01-25 09:35:35.114 UTC,
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:35:59.084 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:36:29.051 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:36:52.044 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:38:16.355 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,view_number_on_vap_initiate,2019-01-25 09:39:31.685 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:40:58.428 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:41:36.265 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:44:06.831 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:45:43.041 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:46:27.407 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:49:17.232 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:49:46.148 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:53:46.708 UTC,Houses - Apartments for Sale
00630831-d99b-4784-8d44-6285ea971fc3,VAP,2019-01-25 09:55:09.001 UTC,Houses - Apartments for Sale
00636b01-9b39-4b5b-8586-7aba9321a8e7,quick_view_snb,2019-01-23 18:59:18.026 UTC,Houses - Apartments for Sale
00636b01-9b39-4b5b-8586-7aba9321a8e7,quick_view_snb,2019-01-23 18:59:18.055 UTC,Houses - Apartments for Sale
00636b01-9b39-4b5b-8586-7aba9321a8e7,quick_view_snb,2019-01-23 18:59:18.067 UTC,Houses - Apartments for Sale
00636b01-9b39-4b5b-8586-7aba9321a8e7,quick_view_snb,2019-01-23 18:59:22.780 UTC,Houses - Apartments for Sale
0063be89-5d4d-46c5-8e31-eaf7054c08b1,homepage,2019-01-24 17:32:07.620 UTC,
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,VAP,2019-01-25 09:04:54.328 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,VAP,2019-01-25 09:06:06.937 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,VAP,2019-01-25 09:06:53.776 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,VAP,2019-01-25 09:09:54.801 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,view_number_on_vap_initiate,2019-01-25 09:10:04.963 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,view_number_on_vap_success,2019-01-25 09:11:12.310 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,view_number_on_vap_initiate,2019-01-25 09:11:24.221 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,VAP,2019-01-25 09:12:04.073 UTC,Villas/Bungalows for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,Browse,2019-01-25 09:12:47.385 UTC,
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,VAP,2019-01-25 09:12:51.969 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,contact_on_vap_initiate,2019-01-25 09:12:52.672 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,contact_on_vap_success,2019-01-25 09:12:56.071 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,view_number_on_vap_initiate,2019-01-25 09:13:57.403 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,view_number_on_vap_success,2019-01-25 09:13:59.655 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,VAP,2019-01-25 09:14:43.341 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,view_number_on_vap_initiate,2019-01-25 09:15:19.117 UTC,Houses - Apartments for Rent
0063dde4-202c-40dc-8b4f-02b10f2b0cdb,view_number_on_vap_success,2019-01-25 09:15:35.223 UTC,Houses - Apartments for Rent
00641354-50bf-41cb-8aea-58d572cc79aa,contact_on_vap_initiate,2019-01-24 13:35:51.192 UTC,Houses - Apartments for Rent
00641354-50bf-41cb-8aea-58d572cc79aa,contact_on_vap_success,2019-01-24 13:35:55.673 UTC,Houses - Apartments for Rent
00641354-50bf-41cb-8aea-58d572cc79aa,contact_on_vap_initiate,2019-01-24 13:37:47.873 UTC,Villas/Bungalows for Rent
00641354-50bf-41cb-8aea-58d572cc79aa,contact_on_vap_success,2019-01-24 13:37:56.138 UTC,Villas/Bungalows for Rent
006423c4-dc9b-4b48-851e-33e74b8a9109,RE_PROJECT_HOME,2019-01-25 07:00:23.461 UTC,
0064d2dc-9c6f-4b38-9401-f39b86374180,contact_on_snb_page_initiate,2019-01-25 09:00:31.035 UTC,Land - Plot For Sale
0064f18d-205f-4f9b-815d-d0b662fe7c11,Browse,2019-01-22 21:48:21.679 UTC,
0064f18d-205f-4f9b-815d-d0b662fe7c11,VAP,2019-01-22 21:48:39.680 UTC,Houses - Apartments for Sale
0064f18d-205f-4f9b-815d-d0b662fe7c11,Browse,2019-01-22 21:49:57.048 UTC,
0064f18d-205f-4f9b-815d-d0b662fe7c11,Browse,2019-01-22 21:50:13.002 UTC,
0064f18d-205f-4f9b-815d-d0b662fe7c11,Filter_select,2019-01-22 21:50:39.579 UTC,
0065563c-169c-4c76-9c9a-2fc121511fa9,contact_on_im_interested_in_project_initiate,2019-01-23 02:28:25.653 UTC,Residential Apartment For Sale
0065563c-169c-4c76-9c9a-2fc121511fa9,contact_on_im_interested_in_project_initiate,2019-01-23 02:28:25.762 UTC,Residential Apartment For Sale
0065563c-169c-4c76-9c9a-2fc121511fa9,Filter_select,2019-01-23 02:36:40.558 UTC,
0065563c-169c-4c76-9c9a-2fc121511fa9,Filter_select,2019-01-23 02:37:51.143 UTC,
0065563c-169c-4c76-9c9a-2fc121511fa9,contact_on_im_interested_in_project_initiate,2019-01-23 02:38:28.518 UTC,Residential Apartment For Sale
0065563c-169c-4c76-9c9a-2fc121511fa9,Filter_select,2019-01-23 02:38:55.053 UTC,
0065563c-169c-4c76-9c9a-2fc121511fa9,contact_on_im_interested_in_project_initiate,2019-01-23 02:54:23.740 UTC,Residential Apartment For Sale
0065563c-169c-4c76-9c9a-2fc121511fa9,contact_on_im_interested_in_project_initiate,2019-01-23 02:55:49.429 UTC,Residential Apartment For Sale
00656426-d798-403f-8412-d759beb7ad0d,VAP,2019-01-24 19:53:12.296 UTC,Houses - Apartments for Sale
00656834-4281-4c0a-82f7-5abfb42368b8,quick_view_snb,2019-01-23 12:50:47.425 UTC,Houses - Apartments for Sale
