"broker_id";"account_credits"
"51bd66da004d1";"19.54"
"547c19da80a22";"-3.55"
"5309e1ded1535";"30.11"
"4f2f662aafb53";"43.21"
"547daca067ff2";"124.41"
"547e70b8e19d4";"-0.17"
"547ea33ed7eaf";"0.00"
"547eac50bd713";"-3.49"
"548022f661a8f";"480.28"
"54803a9bb8538";"1462.24"
"52296bfb9bfb3";"301.00"
"4df7709d02c55";"37.21"
"54867d98a4403";"-0.12"
"4f5a38b37f8bf";"-0.24"
"548945a6c9f9a";"1.00"
"54894beb2b9c7";"0.00"
"54895c65ce453";"0.00"
"548abcfdb20e5";"1044.96"
"547d891888f21";"-0.49"
"548bb97294b5c";"32.12"
"548b28789efd3";"-1.76"
"54912fba12fbd";"3.99"
"54926a0f166bb";"0.00"
"5492b7f653a34";"506.46"
"5493b4ffa3c4f";"-1.06"
"5493fe7b85265";"2834.93"
"548eb27e512f4";"19.34"
"5498130b22991";"-1.74"
"548046a88d24f";"5.66"
"539fe909f2a99";"14.84"
"549c527e1e88a";"-1.11"
"54a0d9471a046";"62.90"
"54152f4ab2acc";"-0.47"
"5304620b88670";"3.10"
"54a54766aedef";"-0.34"
"5440e0908d1de";"0.00"
"54a6987a864b0";"34.27"
"523144700f96b";"14.48"
"54aa55e826ed3";"3.05"
"54ace51c8e646";"0.00"
"54ae3684d9959";"-0.18"
"54ae54961fb1a";"1.76"
"54b3c22d84967";"-5.82"
"54b617a664b57";"1.59"
"51b81d5da0e22";"-1.18"
"54b90013a6464";"0.00"
"54b90c9c7b2c4";"82.24"
"5170c61ab9610";"11.50"
"54be2cab35843";"-0.04"
"54bf480776657";"97.57"
"54bf95398a37b";"-1.26"
"51e9650268b90";"0.00"
"54c0ab3566d97";"129.27"
"54c14d5554790";"43.79"
"54c1fe8e2660e";"334.07"
"54c641a4b50a6";"0.00"
"54c8daa6c06d4";"-13.37"
"54c91a0111ea9";"352.16"
"54ca0742c77a0";"75.92"
"53df8e0a262f0";"0.00"
"54cb6e04ad954";"69.60"
"4faf84f8aeea8";"-0.75"
"54cb9153452bf";"94.23"
"54cf26f2d5c11";"-0.15"
"539abfe8a45c0";"3563.22"
"54d090616c176";"-0.97"
"54d1e6c23f056";"539.01"
"54d1ed747dd11";"0.00"
"54d2117b28039";"-7.49"
"54d218c29cdfe";"27.68"
"54d38edcb2edb";"67.42"
"54d9a6c8a782c";"3.63"
"54da1e640cb19";"39.41"
"54db29758fc23";"7.76"
"54ca355646ac0";"39.78"
"537875b7b354a";"-0.03"
"54d4b5eb5361e";"47.17"
"54e1a7410212d";"-7.87"
"54e21330b5961";"26.72"
"525e782b29117";"-0.27"
"54e5bc9bbab68";"334.35"
"54e5d3587f51b";"104.22"
"54e6f2814282d";"-1.73"
"54e70bdfa9e19";"51.25"
"54eac2931e810";"299.12"
"54eb000b4a154";"-0.19"
"54eb1d9a1ed22";"421.10"
"54ed81a6b858f";"-0.16"
"54edc05b7dd23";"139.46"
"54efefaf6439c";"-1.05"
"54f011e390669";"-0.25"
"54f05fd8877ca";"1253.16"
"54f417447cf9f";"1371.58"
"54f431d339f58";"58.35"
"54f46ec5bde24";"-0.55"
"54f55d1f1f39c";"-1.48"
"54f6b4b1ebee1";"0.00"
"54f808aef3464";"18.59"
"54f851968db9a";"217.31"
"54f81bd130a71";"0.00"
"536e8ffd1debe";"19.48"
"54fd92b29d286";"63.05"
"55017b3f98c11";"734.50"
"5506b66c4d2c5";"-0.24"
"536a177f6f2c4";"-0.39"
"522864b18bf37";"-1.15"
"538ecf235286b";"0.00"
"54e74858270a3";"0.00"
"54dd97648e86c";"5.84"
"51076313121f7";"-0.73"
"54f6fb93a8c5c";"138.77"
"550bd1b42edc3";"-4.07"
"550e9617e00cd";"8.99"
"5510051ac6aa0";"39.25"
"5518f4e6e278d";"0.00"
"550a8f4d09178";"-0.27"
"5159573cb8c62";"0.00"
"551b9264043f9";"-0.69"
"55223175ab0da";"401.75"
"5523c88c01171";"71.00"
"5524f289cb50e";"0.00"
"552527c620fca";"6.11"
"55266d2e81d5c";"0.00"
"5528cbfcb6158";"71.59"
"552bb5601c2c2";"196.86"
"4f0fcc17d700c";"76.68"
"4d6b7b5d6aa8b";"22.60"
"552cb3ca7a4b8";"-0.15"
"552cba0d5b25a";"-0.97"
"54d2496401074";"221.11"
"5534ae7811082";"302.68"
"5534e2bba03ed";"42.40"
"52930a446bd61";"5.13"
"553fc7f519ad8";"41.00"
"5540a0db23ed5";"86.60"
"5540a63577b8c";"0.00"
"5541cb0f9290e";"-1.92"
"55484dad18e56";"266.16"
"546782b00e993";"0.00"
"50de9f740969b";"149.97"
"5549c48e12dfd";"-1.34"
"554b390db5f6a";"-10.62"
"554c408527643";"-9.61"
"554c42498a0d4";"-4.69"
"55508005db58d";"682.47"
"55522e097f572";"0.00"
"5552db4f3b5a6";"48.63"
"5552ed1de19c5";"-1.41"
"5552ffb24554f";"-2.40"
"55543586120f1";"66.84"
"5554645b7b88a";"74.64"
"5554659707c8d";"-0.29"
"4ef84cd005434";"-0.42"
"55549dc9df857";"148.73"
"5555bd94bd01a";"3.32"
"5555d6996c5a3";"580.78"
"5555eb576a62d";"115.28"
"51c03c80570c1";"0.00"
"555c406fedbee";"-10.09"
"555dbed9e80c6";"2053.11"
"5562c67fce9a2";"528.39"
"4e1fbc7d87b80";"93.31"
"55670594d8d8a";"190.03"
"542bb09f85c90";"1.00"
"5568384ed6af0";"134.05"
"556945a3c33ce";"46.74"
"556962d78567d";"770.60"
"556979c61817f";"57.09"
"526f60601012e";"0.00"
"529951cbc3b02";"26.12"
"4ff2e1f631351";"145.05"
"556c5a1b30096";"75.89"
"556d53f02be12";"-0.15"
"556d9dee6df9c";"33.03"
"556ea23fd8ce1";"-0.14"
"556ea9d155223";"121.64"
"556ee35010242";"1830.79"
"55714a62ae94f";"20.73"
"5571a4bc2d531";"0.00"
"557581d07752a";"-0.10"
"5576963e617ce";"15.12"
"523302b822058";"4.65"
"557827f87b29f";"165.21"
"4d806a7babe0b";"985.64"
"557980ea9ddd6";"186.81"
"54f05b0a11bc3";"49.35"
"557ac38d1984a";"-0.36"
"557acace00f42";"2359.06"
"557fb47405819";"0.00"
"558122d81c9f2";"-2.79"
"558166793b0ad";"-0.32"
"5582a804bfd47";"14.85"
"5582f4052e1c3";"0.00"
"55839a07e5e85";"-0.68"
"54230c08728f0";"57.14"
"5583ee1b64fa5";"24.76"
"53983f6f85a69";"-0.37"
"558411ead6133";"-0.68"
"55851a2bb19d5";"755.49"
"5587d30571789";"30.01"
"5587fc2e329fe";"2823.00"
"513ac2c6a5a61";"-16.08"
"558933beee7d9";"60.20"
"558a424a8569c";"6.47"
"555317d186cbb";"11.01"
"558be321bf881";"64.63"
"558d31ed315b3";"-1.20"
"5590d016e354c";"-2.96"
"5590e73a79170";"-2.36"
"54eb253644e24";"0.00"
"5591285d5dfb8";"102.59"
"548d95c3cd1d3";"92.85"
"55926826435aa";"-1.98"
"5592836c7d29c";"-0.14"
"559296508e016";"-0.09"
"55938a58320c3";"61.48"
"554b54b28b83b";"377.32"
"559509fb909ba";"-2.41"
"51ed58e55a515";"74.39"
"559b66f941bba";"-0.04"
"550a852ba239b";"0.00"
"552108a952658";"-0.21"
"517d12cfb3f4a";"200.00"
"552fcb4c08a94";"-1.15"
"5566ad34b5b3e";"-0.71"
"5567dcd02bb56";"67.86"
"55793b7a09cb8";"386.22"
"55829c924e7ba";"-0.30"
"53e4de5f4425e";"-1.37"
"543a0db466b77";"-0.12"
"5582559b98d4e";"4.70"
"559fab7bad12c";"47.60"
"559fbfac65dac";"438.03"
"51679bc4de7ac";"-0.07"
"55a38da066a4e";"5.38"
"55a3936aa45af";"163.95"
"55a3a4ab9c513";"88.64"
"55a3e1346b825";"0.00"
"55a0b88a98546";"2.11"
"559bbe3b006c6";"0.00"
"55a5d3f81c361";"63.46"
"55a652094a081";"339.33"
"55a7307a76aee";"137.14"
"55a78d00f1879";"-1.33"
"55a8e3072e9b9";"169.07"
"51150c51d9c47";"7.70"
"55a8f35a5153e";"20.00"
"55ab9d8c01cfd";"96.35"
"5196f33fdc0cb";"100.76"
"55ac8b979b86e";"156.92"
"55acda5ce6962";"-0.64"
"55ade2c1503fe";"-11.17"
"55adf2ad58b0f";"200.00"
"55ae0f980f10c";"-0.04"
"55ae4563550c3";"303.31"
"55af2824993a1";"478.35"
"55af2a8124af1";"0.00"
"55af69f3ba90d";"-5.33"
"55b0c3c7bffb0";"16.39"
"55b0dd5c39a67";"-49.11"
"55b1bb812933f";"-2.25"
"55b613b483af6";"-0.16"
"55b70892f290d";"-3.21"
"4ec0967ee1cb5";"0.00"
"52832b9ede96b";"211.85"
"55b87a88695c4";"69.02"
"55b9c5f42b62b";"11.57"
"55bd1227a6e77";"20.86"
"55bf431be9d50";"2489.81"
"55c070a7bcd35";"-1.49"
"555449fceb177";"38.29"
"55c1d75f14d8e";"123.32"
"55c1dfb9d9b5d";"53.22"
"55c43d9fd21e3";"96.11"
"55c479bc84388";"-0.27"
"55c5bfc21e979";"13.57"
"55c731f3828d4";"29.49"
"533aa235c31b8";"-0.80"
"55ca39f4a6b6d";"-7.31"
"55cae0722ccc3";"-11.33"
"55cb0abe68512";"-12.04"
"55cb0b8a57052";"35.25"
"53cb8dff876ed";"2.61"
"55cc2a9c6d609";"32.46"
"55d085d193b7d";"0.00"
"55d2fd8b155dc";"-4.48"
"55d43011002c8";"156.49"
"55d5675fe7306";"70.23"
"55c859c857d30";"0.00"
"55db0c7ade84f";"67.29"
"55dd922965f3e";"0.00"
"55e007fa53eca";"82.65"
"55e02a70a477c";"26.29"
"55e04d6ae12cb";"52.62"
"55e14189f3d83";"472.57"
"55e16c39a8a81";"182.30"
"55e438ccab2f3";"6.76"
"55e441b294a62";"11.95"
"55e446cdde2c8";"-3.91"
"55e58f4e4fab8";"-0.80"
"55e5a04eddb85";"0.72"
"55e693ad4b9f8";"-0.01"
"55e96b3263940";"76.64"
"55e973d4e17a4";"4.50"
"55e97815c9cf0";"1.89"
"55eabbeed7e97";"24.69"
"55ed8666731e6";"-5.02"
"55ee83a50c377";"24.77"
"531d9b5102053";"97.90"
"55f01433c96e0";"1.56"
"55f04b7fca86d";"222.31"
"55f1211e2cd64";"3.83"
"55f13c2600fe3";"46.65"
"55f285e83b54a";"134.49"
"55f66e8005992";"12.82"
"55f691edc94ee";"-0.17"
"557090927b9a0";"1.57"
"55f94595bcc7a";"0.01"
"55f9709af2f9b";"-1.32"
"55fbff67672a7";"-0.46"
"55fe3adbb4981";"0.00"
"55ffafa8d8b1e";"501.33"
"51760db852c2b";"-0.92"
"56015838252b8";"603.17"
"56029a5074c92";"17.99"
"56029f6199c9e";"0.00"
"56039b5168191";"2.00"
"5603f314a7b61";"2.93"
"5605f641c27e6";"-0.48"
"5606d75746896";"14.25"
"5567177047b0e";"13.38"
"5608dbba2a9bd";"-0.18"
"560a311b52091";"220.22"
"560a412d68344";"-2.52"
"560bb5895be67";"20.39"
"560bc11826b38";"936.60"
"560bd00e6c0f3";"13.66"
"560bd4fb4806f";"76.41"
"560c015824eed";"48.33"
"560cc74c3278d";"-3.49"
"560cd42dd7761";"-0.33"
"560d247d54573";"95.29"
"560d295aebde5";"0.07"
"4f479f554d898";"-0.23"
"5610bd856177c";"-0.88"
"5565ae28903de";"0.00"
"56174995b3773";"317.03"
"56176e658c237";"-1.39"
"4e1fbbdc5306e";"48.69"
"56178f7ac7aa7";"-11.58"
"5618a8bad29ed";"48.06"
"561b6092b2e59";"19.20"
"561b8c5e16fbb";"0.00"
"51e3d4cd4f1b0";"0.00"
"561c8fe512f4f";"116.96"
"561cd705489db";"414.70"
"561de39b6de24";"-9.31"
"561f3ee1164b6";"0.00"
"561f4ff6811a6";"2.94"
"5581619dade27";"6.41"
"561fbe3ea3987";"15.78"
"5620c0c1c4773";"172.37"
"5620fc18d6bb3";"612.59"
"562389f70ac51";"372.17"
"56247899c2b4c";"0.00"
"5624edea5f781";"148.56"
"562602b8ab408";"58.89"
"562610c334600";"-0.24"
"5626148ac4103";"0.64"
"562740b19dbaa";"63.27"
"56278b97630a7";"917.55"
"56278bf583dc0";"25.91"
"5627ad44efdf4";"200.29"
"562b7615ada20";"36.60"
"5630976e707e2";"39.09"
"5630a303a1cbd";"63.56"
"5630ca5350559";"1923.83"
"56330b816f156";"-0.64"
"56331b455e5c4";"123.94"
"563393724d4ff";"0.00"
"56372e10bd1df";"277.50"
"563b51c4a2e5f";"-2.03"
"5538cf0093cb3";"0.65"
"547ec2a5721bd";"0.00"
"563c780dda6ae";"30.83"
"561a209c841b8";"48.92"
"563caafbc0ae4";"311.40"
"563de45fb05a2";"-17.62"
"55daf9eba71a2";"-0.23"
"5645854a87cdd";"-0.68"
"5645dbaa66753";"-1.24"
"5645fcd4d7f51";"0.13"
"56474d3141543";"1646.99"
"564988b08198d";"628.10"
"5645b313b2ea7";"-0.16"
"564db1135b9b3";"-3.62"
"564db252bb616";"10.40"
"564db53040e70";"129.55"
"564db7268d4fa";"57.60"
"564dc284764d4";"40.57"
"528b474340b03";"19.19"
"534fa8eb42238";"-1.55"
"564ee1a70402d";"-0.13"
"564f15caca707";"49.65"
"56501723821f6";"3.36"
"5652da312791e";"-0.77"
"5652f5c57a3b7";"-1.00"
"5653003a42f81";"-0.21"
"56542191a69a2";"160.22"
"56545d61ae7cb";"30.00"
"5655a79440655";"767.35"
"565697d7b0569";"48.80"
"5656b92a7721c";"73.70"
"5656fb4ef358b";"-0.49"
"5656fb9bd4d49";"-0.27"
"5656fbc787a02";"-1.36"
"5656fbf33191f";"-0.30"
"565704e3ea2fd";"-0.09"
"5658201d1f7d0";"88.44"
"565382c45d572";"218.72"
"565d84106960f";"54.81"
"565ff283c17b3";"10.86"
"56600b059bd23";"27.19"
"4d6b794c00869";"-13.60"
"5661253df3dbc";"-6.68"
"56617d20ae334";"25.42"
"5661886634c14";"181.18"
"56652bd260b79";"1.22"
"566555cd20c58";"59.22"
"56655fd953686";"-1.10"
"5537b7ce9e3bf";"0.57"
"5493eb3378e22";"71.15"
"55f523dade0d2";"0.00"
"5617c55f3ef1f";"0.00"
"566a89230b9fc";"-0.48"
"566ebff4924e5";"46.84"
"566fb7f9636d8";"-0.25"
"56727788bdfce";"5025.56"
"5672ac35d50c3";"4626.15"
"55c850f02f344";"67.16"
"515bb83f66cf7";"406.09"
"55f151ccca5ce";"6.81"
"5677e928e5f8e";"-0.21"
"567a5157a9378";"1502.78"
"567a5fff0592e";"-0.03"
"567bdc92e7955";"0.00"
"53ed10d5282c7";"788.09"
"5680d58402eff";"-0.22"
"521b1c064b255";"-0.26"
"5682539b4f5c6";"439.96"
"5683e292c4f91";"0.00"
"56850083a51c0";"-3.00"
"5265db753e3f6";"162.00"
"5670f59592cd2";"11.22"
"568a328deb292";"100.85"
"568ca5d805163";"-3.00"
"568d0b3b8e1b1";"-0.15"
"568e0aa99b9f6";"-0.44"
"568f4e8f5a249";"10.50"
"568f4f0f90dfe";"-3.00"
"568fb4e96c727";"174.70"
"553f40880b831";"166.99"
"5693a53c41d0e";"2254.87"
"569621877059e";"795.60"
"5600efd539cc6";"369.44"
"569790189ae52";"373.30"
"569cc0318ed72";"76.69"
"51a1eaf04d96b";"12.05"
"569df98190c0e";"0.00"
"5543103d8a42f";"-13.23"
"569f922491899";"-3.62"
"5513b3e297da8";"0.00"
"56a1bd53a9fdf";"-2.05"
"56a5b8299c47c";"-7.91"
"56a5bb27de75c";"-0.24"
"56a5bdd0b7bf3";"-0.05"
"53e379800862e";"12.23"
"56a63492a70e0";"-0.37"
"56a884c1f17ef";"-0.41"
"56a99f4b4fbf7";"968.61"
"56b1d2ef63aa2";"-4.93"
"56b33ee26384d";"168.28"
"550969380b081";"16.20"
"56b9917ba1eb1";"25.66"
"56b9b2f35595f";"0.00"
"56b9b940ee1d5";"-0.02"
"56b9d9afd212f";"20.03"
"56bb24c061a21";"46.90"
"56bdb6ed6178c";"-0.45"
"56bef810c32e9";"0.00"
"56b73d18860ab";"0.00"
"56c2f18a8c5a2";"-1.41"
"56c3079a7446b";"3.23"
"56c4399d33d5a";"79.77"
"56c56e896596d";"72.32"
"4e1fba6c25383";"26.98"
"56c5b78780100";"324.56"
"56c6bdee4b981";"-0.06"
"562dd2504700a";"0.00"
"56c6eafe09e57";"34.33"
"56c8138c4caec";"0.00"
"55ab91637e1b8";"-0.20"
"56cb0edd08dd8";"39.36"
"56cd2c0009e06";"7.31"
"56cd74ff30be4";"92.95"
"56a317fbbb194";"-0.20"
"558146b2ccbe0";"-0.51"
"56d052b382a7c";"100.59"
"56d57943dbd2d";"56.38"
"56d6d8442ba2c";"0.00"
"56d6e0c4cb051";"-1.79"
"56d926f71d94c";"-1.37"
"56d9844433baf";"44.07"
"56dd06c40a9b2";"8.51"
"56dd73db6be0d";"5.94"
"56e1578d2f4dc";"-1.22"
"5684d6f78def6";"-0.66"
"56e2bf6dc2f11";"-9.23"
"56e681b09b13f";"0.51"
"56e6a84d513ba";"184.46"
"568b77c75e9c7";"-0.54"
"56ea5fac132f9";"-1.19"
"56ea8c019cbc0";"59.11"
"54831d6e653da";"-3.59"
"56eab021a10c1";"0.26"
"56eba4f9ce9eb";"1.65"
"56eba4f89d2dd";"-7.23"
"56ebe9db5095c";"21.61"
"56efb65328bcb";"1661.52"
"56efba07f200c";"53.70"
"56efbbe2bffb7";"23.11"
"56efc1ddbc779";"39.97"
"56efc834407cf";"-0.76"
"56f1098491895";"255.26"
"56f1221bde093";"-1.18"
"56f149eb36bd5";"-0.33"
"56f27adc3af7e";"669.58"
"56b80c50a4a29";"61.80"
"56f9034fd0589";"95.94"
"56fa4a6e0c7c4";"-2.17"
"56fa6ad6be35e";"2189.77"
"56fb71961df0c";"110.01"
"56fba68b608d5";"56.55"
"5305b099ad5bf";"25.90"
"56fd0c5fca6df";"252.82"
"56fe236f35b46";"90.98"
"56fcd3a9c92bf";"0.00"
"545b6b072cac5";"-0.51"
"57020d31cc397";"188.19"
"57020dce7df28";"155.51"
"570238e1a1489";"76.05"
"5704c1d483af3";"93.36"
"5704e372b7643";"99.64"
"5704fcade41a6";"-2.85"
"570627a80c58f";"362.90"
"5706759ded2af";"-0.49"
"570b34ed9b4bf";"-0.65"
"570b76441bbe6";"183.71"
"570dd4a74ee6c";"31.13"
"570e2bc566c28";"-0.18"
"5417dfa4836a5";"15.28"
"570f5fb7bc248";"-1.43"
"52a21df40f4ec";"-0.05"
"5715e3303977b";"76.30"
"571770984f436";"0.71"
"57186a3117da5";"0.00"
"5718964137e65";"35.18"
"561d0de4483ca";"-0.91"
"571b732e8011c";"20.03"
"56d930a2ed5b7";"0.00"
"571f034bc97b2";"-0.80"
"572052ee3e527";"378.44"
"569ba0ae70b32";"0.43"
"572323a21b947";"-1.88"
"572456b08c044";"-1.43"
"5727009407b1d";"-1.75"
"572747b494890";"1586.37"
"5728261550512";"-0.25"
"572837ea510fe";"100.71"
"57283a9f96d5c";"-1.49"
"57284cb41a596";"29.84"
"572873a715d41";"11.92"
"5725a036aa0d1";"0.47"
"572ae3e8e34df";"93.28"
"572c4c672af06";"24.07"
"572c8ce8c72f9";"325.44"
"573066660bb52";"11.55"
"573073205dc9b";"-2.08"
"5732eefa5430d";"14.38"
"5733155ec97ca";"-3.68"
"5735a0885c1f2";"377.44"
"5735a91aa3896";"8.80"
"57398a8b06d9b";"0.96"
"573ac86a47748";"55.09"
"573adb2a43f0b";"-0.28"
"573b07ae88183";"79.16"
"57396c6c6c430";"-2.52"
"573d7b6c3312a";"43.13"
"573d965bcb334";"-9.80"
"573e9b3a93317";"107.14"
"52c157730658c";"0.02"
"5742ac422772c";"168.70"
"5742aff931f5d";"21.71"
"5743fae6afffe";"105.50"
"57456f3a107dd";"234.16"
"574599dc53d01";"18.75"
"57468be90994e";"0.00"
"5746ab79eb709";"-2.43"
"5746c6ecd9de3";"-4.34"
"5747e6b985e01";"6.59"
"5747fad10e0c8";"97.48"
"57483c1c79973";"203.43"
"51b88e8f41b44";"0.00"
"574d176a129b1";"-0.23"
"5506a04b3e3e7";"33.50"
"52da31fc6ea19";"-2.87"
"574fb8d854fc4";"-4.95"
"574fdbc46ae50";"4.55"
"57511bae57d8f";"-0.08"
"57511c3a855f1";"-1.20"
"55695a3201031";"16.47"
"575567978ed8a";"-6.34"
"575643d43bc37";"-0.68"
"57568bd5d0448";"-2.30"
"5716f4a7f375e";"130.01"
"57590a9e31f5e";"1.66"
"57594520869e7";"924.95"
"575a52c099632";"17.88"
"575aa07420a0b";"73.47"
"575ac08f48304";"232.44"
"575e2dd40a57a";"-0.76"
"5742c0663aaa9";"0.50"
"5760efa995ab8";"1.25"
"57610d62509a6";"-0.93"
"57610e272572e";"55.94"
"57623d9c22316";"-0.69"
"57628e5677a67";"690.71"
"5763b931ef595";"-0.25"
"5597a9f449e59";"40.35"
"576793ef7bcc6";"-0.41"
"5768d7d65cdd3";"0.38"
"5768e37905542";"67.96"
"5769245a95c3f";"768.37"
"561e8475546db";"95.69"
"534fdf0803e78";"-0.72"
"5760a363c9f46";"0.00"
"576d05ad85ba5";"194.36"
"576d11d19fa9f";"1.87"
"55b21965cb4b2";"-0.29"
"552fa2c36d349";"-0.10"
"5772611f82a87";"0.00"
"577263d8c0833";"0.00"
"5773af9e8fe4f";"-5.34"
"53189654e92ca";"31.48"
"5774bd5e05d6c";"-0.21"
"53bd182b64294";"-0.32"
"577507f0d8f2f";"1118.53"
"5776167a401cc";"0.00"
"57761b45c7b49";"-0.50"
"577631fdcf823";"34.92"
"5777539229eb0";"0.00"
"577b43316ca8c";"374.84"
"577b57219c432";"46.13"
"577b96178926f";"-1.72"
"54e5775f7672d";"362.02"
"577c82282c612";"44.97"
"55c47f0e85bd2";"168.49"
"577e36aa2374a";"37.38"
"577f57f141f05";"-0.51"
"57810260ed128";"428.17"
"5784bbe93c763";"-1.60"
"5785d51d930f0";"384.88"
"5785e77b09af4";"100.00"
"57863b7e34b15";"3904.61"
"54edc3746ca4d";"-0.16"
"57877977d85c3";"10.09"
"57878cfe206d1";"-2.01"
"5788bc6a566dc";"74.56"
"50fa3b33aa806";"-0.41"
"5788cd87c2ac0";"48.50"
"578bbc5e15bf4";"-1.21"
"578c92be703ba";"-0.21"
"578c9fbf1d982";"0.00"
"578cd39137f0c";"2.53"
"5497b5a381a8f";"11.32"
"578e26a3692e3";"3549.18"
"578f296d37ea8";"-0.05"
"53fad43d235a4";"58.66"
"57905b8aa994e";"-0.34"
"579759db977d2";"-2.10"
"56aadcf521f74";"132.38"
"579769147fe0e";"5042.83"
"579841cc69161";"9.88"
"579854acb9ae5";"32.55"
"57986169e1959";"-0.12"
"57987fccc0968";"304.69"
"5799d9b667e57";"-0.14"
"579f0a1a57595";"59.49"
"579f31dc90308";"-1.06"
"579f391c84a9e";"0.03"
"57a05eaddd60c";"-0.19"
"57a0617010f35";"-1.70"
"57a190d7647e7";"106.52"
"548e72c2014f7";"-0.96"
"57a1e131aff84";"-8.67"
"5779edaa086ba";"0.49"
"57a31674508e4";"101.57"
"53ce4bf3b295f";"34.21"
"57a4563ce2596";"2.15"
"57a46d45dc4e7";"14.69"
"567106de39fc7";"-0.64"
"57a5c3cebcc97";"0.00"
"57a81f28ab5d2";"1481.00"
"56d80274817a7";"157.30"
"57a879626fc9b";"51.40"
"57a9b4bdb9e5f";"10.19"
"57aafad15418d";"-1.40"
"57ac23b7d07ea";"23.11"
"575c4f70c667c";"20.39"
"57ac310e68eed";"-0.23"
"57ac566a86471";"76.70"
"57acb3da62989";"92.62"
"57acb74fb7a03";"0.48"
"57ad687334f89";"-0.28"
"52c857e6a5afa";"6.99"
"57b29aaa7803c";"158.68"
"57b2cf94f0520";"-1.12"
"57b3105f9beaf";"-0.18"
"57b43b0b00bfa";"0.61"
"57b5872fc4316";"20.46"
"57b6e1965ab3e";"0.11"
"57b82a39f0d15";"81.11"
"57bab9acdff10";"-1.80"
"57bae3b554e1d";"2.06"
"57bbd07e1dbe4";"0.00"
"57bbd16ed5e51";"-5.56"
"546f0d6e259c8";"37.12"
"57bbe26255a37";"1318.52"
"57bbed8f90051";"47.63"
"57bbfc04aabc2";"-1.82"
"57bc1229862e6";"-0.07"
"57bd3c3981b74";"817.23"
"57bd6bbdb3445";"7.98"
"57bd6c0697a64";"-0.76"
"57bd7d8db077e";"-6.47"
"57be7dd1f20a2";"1.40"
"57bee05489161";"2782.86"
"57bee5b8b3a34";"747.72"
"57bf0d14aeb1b";"-0.76"
"57c3bd0620133";"14.83"
"57c3d62b7060c";"-0.83"
"556da991e93b9";"7.29"
"57c3dcd0399b7";"-1.86"
"57c50f1945aeb";"136.00"
"57c53703acec5";"31.64"
"57c554a9acd6b";"1454.52"
"57c672b105b62";"715.01"
"530e06381c327";"2.68"
"5597ecaa58a96";"0.00"
"57c6d5ab26c44";"9.24"
"5603b834a4103";"0.00"
"57c7f8097e341";"0.00"
"578cf399e0871";"20.44"
"55a0e36f3fce5";"6.91"
"57c8244e19e40";"-0.39"
"57c9032078e2f";"632.63"
"57c940391abd0";"-1.98"
"57c940c1b4689";"1498.73"
"57c973265ea9e";"1.00"
"57ce60281c44c";"0.00"
"57ce9b4cbdf4f";"0.00"
"57cea5ba42359";"-2.60"
"57cef30bc55d3";"-2.44"
"57cfbe4c25cbb";"-0.03"
"57cfd81adec5d";"-1.51"
"57cfe25fe24c6";"10.89"
"57cfec2a82a68";"-0.59"
"57d01c05e4eb5";"-0.11"
"57d134b4605e2";"924.23"
"57d157a2d0301";"784.31"
"57d3c72d16f89";"-1.89"
"57d43aa69353f";"187.02"
"565921b955e22";"-1.34"
"57d8dd31c8faa";"57.93"
"57d9344a334ec";"283.66"
"57d93ebf16ccd";"327.11"
"57dba1f209825";"-3.79"
"57dbc4c76cb1d";"490.82"
"57dbc50362811";"-1.04"
"57c92d4031244";"15.68"
"57dcbffc7bd39";"21.82"
"57d78cae43fd6";"-0.43"
"57df92cfcf686";"28.63"
"57e0d3c659049";"280.43"
"57e0dd7da7780";"16.33"
"57e0fbf9b0272";"15.85"
"54f823f9b46b8";"24.21"
"57e11be2a6de1";"12.31"
"531ac282cfdc4";"11.53"
"57e2449d328f8";"-0.22"
"578346bcbd15d";"0.00"
"57e249864ba83";"59.37"
"57db90e96a2c9";"68.10"
"57e3b3492a82d";"6.20"
"57e3f39c436aa";"13.27"
"57e4e627744a7";"69.40"
"57e4f8efae328";"18.06"
"57e52e6d181c1";"-2.41"
"57e4c17d44514";"2.45"
"57c966c156f15";"75.73"
"57ea33a03f295";"565.96"
"57eb93c6e2d8c";"199.03"
"57a3908c49dbf";"7.46"
"57ecb957adb14";"84.43"
"57ecc0fc2b664";"432.54"
"57ecf006b759c";"55.31"
"57ecf3964ec01";"-1.90"
"57edf3eb5d627";"1254.93"
"57ee014c74710";"76.24"
"57ee50a946e3c";"-2.13"
"57ee610f10a28";"40.05"
"5522a569370b1";"0.00"
"57f2387489573";"25.74"
"57f39835f215e";"-0.24"
"57f4959fd2fb2";"19.69"
"57f49d2f7b1f2";"16.60"
"57f49db091e22";"-7.18"
"57f4ba2419149";"-0.55"
"57dcc7114600f";"10.49"
"57023fa25950a";"23.00"
"57f61618a8d29";"2744.40"
"57f76dfadfef2";"-0.42"
"57f7842dd2d9f";"-1.04"
"57f7969d62b6e";"-1.75"
"57f7979bd36d2";"-3.93"
"569382a1c64e4";"-0.33"
"57fb328225241";"40.92"
"57fb889b90068";"-1.05"
"51fa50ea6335d";"-3.58"
"57fdd4371fbf2";"-0.93"
"57fddf64a4ae0";"349.38"
"57fe0f175c0e2";"4.98"
"57ff1fbbafde2";"201.94"
"57ff74542dad8";"74.29"
"580071079812b";"-0.74"
"5800d666e016e";"16.79"
