user_id,dvJun13,S30d_events,S30d_totalsessiontime,S30d_sessioncount,S30d_propertiesviewed,S30d_distinctpropertiesviewed,S30d_Saleviews,S30d_Rentviews,S30d_Otherviews,S30d_distinctlocalitiesviewed,S30d_distinctcitiesviewed,S30d_pricevariance,SMax_property,SMax_city_name,SMax_subcategory_name,SMax_source,SMax_utm_traffic_source,SMax_price,SMax_Area_Sq_Feet,R30d_responses,R30d_propertiesresponded,R30d_distinctpropertiesresponded,R30d_Saleresponses,R30d_Rentresponses,R30d_Otherresponses,R30d_distinctlocalitiesresponded,R30d_distinctcitiesresponded,R30d_pricevariance,R30d_Projectresponses,RMax_property,RMax_city_name,RMax_subcategory_name,RMax_source,RMax_utm_traffic_source,RMax_price,RMax_Area_Sq_Feet,S30d_seriousness,S30d_Saleseriousness,S30d_avgsessiontime,S30d_distinctpropertiesviewedRatio,SMax_priceperSqft,R30d_Saleseriousness,R30d_distinctpropertiesrespondedRatio,RMax_priceperSqft
7111129,0,8,4.977383333,1,8,4,8,0,0,1,1,0.125,Quikr,Chennai,Plot_Sale,msite,OtherPaid,1,1,2,2,2,2,0,0,1,1,0,0,Quikr,Chennai,Plot_Sale,msite,OtherPaid,1,1,0.077771615,1,4.977383333,0.5,1,1,1,1
134463832,0,2,1.659216667,1,2,1,2,0,0,1,1,0,Quikr,ROI,Commercial_Sale,desktop,OtherPaid,1,4,1,1,1,1,0,0,1,1,,0,Quikr,ROI,Commercial_Sale,desktop,OtherPaid,1,4,0.414804167,1,1.659216667,0.5,0.25,1,1,0.25
79012900,0,2,1.26765,1,0,0,2,0,0,0,1,0,Quikr,Hyderabad,Apartment_Sale,desktop,Organic,4,4,2,0,0,2,0,0,0,1,0,2,Quikr,Hyderabad,Apartment_Sale,desktop,Organic,4,4,,1,1.26765,,1,1,,1
138613087,0,8,1.005833333,2,8,3,8,0,0,2,1,0.214285714,Quikr,Pune,Apartment_Sale,Quikr,Alerts,2,3,4,4,3,4,0,0,2,1,0.25,0,Quikr,Pune,Apartment_Sale,Quikr,Alerts,2,3,0.015716146,1,0.502916667,0.375,0.666666667,1,0.75,0.666666667
156647936,0,2,0.100433333,1,2,1,2,0,0,1,1,0,Commonfloor,Bangalore,Plot_Sale,msite,OtherPaid,1,3,,,,,,,,,,,,,,,,,,0.025108333,1,0.100433333,0.5,0.333333333,,,
154993141,0,13,12.08541667,5,13,6,0,12,1,0,2,0,Quikr,ROI,Villa_Rent,msite,Organic,4,4,10,10,6,0,9,1,0,2,0,0,Quikr,ROI,Villa_Rent,msite,Organic,4,4,0.071511341,0,2.417083333,0.461538462,1,0,0.6,1
123789578,0,1,0,1,0,0,0,0,1,0,1,,Quikr,ROI,Others,desktop,Organic,4,4,1,0,0,0,0,1,0,1,,1,Quikr,ROI,Others,desktop,Organic,4,4,,,0,,1,,,1
109368113,0,8,10.16096667,1,8,2,8,0,0,2,1,0,Quikr,ROI,Villa_Sale,msite,Direct,1,2,3,3,1,3,0,0,1,1,0,0,Quikr,ROI,Villa_Sale,msite,Direct,1,2,0.158765104,1,10.16096667,0.25,0.5,1,0.333333333,0.5
156731288,0,2,3.136533333,1,0,0,2,0,0,0,1,0,Quikr,Bangalore,Apartment_Sale,Quikr,OtherPaid,4,4,1,0,0,1,0,0,0,1,,1,Quikr,Bangalore,Apartment_Sale,Quikr,Internal,4,4,,1,3.136533333,,1,1,,1
145690776,0,15,4.81555,3,15,4,15,0,0,3,2,0.923809524,Quikr,Chennai,Villa_Sale,msite,OtherPaid,2,3,6,6,2,6,0,0,2,2,1.866666667,0,Quikr,Chennai,Villa_Sale,msite,OtherPaid,2,4,0.021402444,1,1.605183333,0.266666667,0.666666667,1,0.333333333,0.5
125109687,0,3,8.40655,1,1,1,0,1,2,0,1,0,Quikr,ROI,Others,msite,Organic,4,4,3,1,1,0,1,2,0,1,0,2,Quikr,ROI,Others,msite,Organic,4,4,8.40655,0,8.40655,1,1,0,1,1
26039213,0,4,1.878716667,1,4,1,4,0,0,1,1,0,Quikr,ROI,Villa_Sale,,Alerts,1,4,1,1,1,1,0,0,1,1,,0,Quikr,ROI,Villa_Sale,,Alerts,1,4,0.117419792,1,1.878716667,0.25,0.25,1,1,0.25
155872674,0,5,2.283383333,2,5,2,5,0,0,2,1,0.3,Quikr,Bangalore,Commercial_Sale,msite,OtherPaid,1,1,2,2,2,2,0,0,2,1,0.5,0,Quikr,Bangalore,Commercial_Sale,msite,Organic,1,4,0.091335333,1,1.141691667,0.4,1,1,1,0.25
153968621,0,2,0,2,2,2,2,0,0,2,1,0.5,Quikr,ROI,Plot_Sale,msite,OtherPaid,1,1,,,,,,,,,,,,,,,,,,0,1,0,1,1,,,
149744181,0,56,63.74965,2,56,21,56,0,0,18,1,1.399675325,Quikr,ROI,Plot_Sale,msite,OtherPaid,1,4,14,14,7,14,0,0,6,1,2.423076923,0,Quikr,ROI,Plot_Sale,msite,Internal,1,4,0.020328332,1,31.874825,0.375,0.25,1,0.5,0.25
39743958,0,13,4.124283333,3,13,5,2,11,0,0,2,0,Quikr,ROI,Apartment_Rent,msite,Alerts,4,4,9,9,5,2,7,0,0,2,0,0,Quikr,ROI,Apartment_Rent,msite,Alerts,4,4,0.024404043,0.153846154,1.374761111,0.384615385,1,0.222222222,0.555555556,1
1436656,0,2,0.0866,1,2,1,2,0,0,1,1,0,Quikr,Bangalore,Apartment_Sale,Quikr,Alerts,1,1,1,1,1,1,0,0,1,1,,0,Quikr,Bangalore,Apartment_Sale,Quikr,Alerts,1,1,0.02165,1,0.0866,0.5,1,1,1,1
154679947,0,2,2.659233333,1,2,1,2,0,0,1,1,0,Quikr,Chennai,Villa_Sale,desktop,OtherPaid,1,1,,,,,,,,,,,,,,,,,,0.664808333,1,2.659233333,0.5,1,,,
147839615,0,6,6.27565,3,17,13,17,0,0,8,1,1.389705882,Quikr,ROI,Apartment_Sale,app,OtherPaid,1,1,1,1,1,1,0,0,1,1,,0,Quikr,ROI,Apartment_Sale,msite,Alerts,1,1,0.021715052,1,2.091883333,0.764705882,1,1,1,1
6716830,0,2,2.96105,1,2,2,2,0,0,0,1,0,Quikr,ROI,Plot_Sale,desktop,Organic,4,4,2,2,2,2,0,0,0,1,0,0,Quikr,ROI,Plot_Sale,desktop,Organic,4,4,0.7402625,1,2.96105,1,1,1,1,1
142701060,0,17,9.722433333,0,17,7,17,0,0,2,1,0.191176471,Quikr,Delhi_NCR,Apartment_Sale,desktop,Organic,2,3,10,10,6,10,0,0,2,1,0.177777778,0,Quikr,Delhi_NCR,Apartment_Sale,desktop,Organic,2,3,0.033641638,1,,0.411764706,0.666666667,1,0.6,0.666666667
3091715,0,7,10.89581667,2,7,3,7,0,0,2,1,0,Quikr,Kolkata,Apartment_Sale,desktop,OtherPaid,1,2,,,,,,,,,,,,,,,,,,0.222363605,1,5.447908333,0.428571429,0.5,,,
145883148,0,1,0,1,0,0,0,0,1,0,1,,Quikr,ROI,Others,desktop,Organic,4,4,1,0,0,0,0,1,0,1,,1,Quikr,ROI,Others,desktop,Organic,4,4,,,0,,1,,,1
155636016,0,41,14.72598333,1,41,7,41,0,0,6,2,2.140243902,Quikr,Pune,Plot_Sale,desktop,Organic,1,4,12,12,3,12,0,0,3,2,2.454545455,0,Quikr,ROI,Plot_Sale,desktop,Organic,4,4,0.008760252,1,14.72598333,0.170731707,0.25,1,0.25,1
144174871,0,5,16.28975,1,5,3,5,0,0,2,1,1.8,Quikr,Hyderabad,Plot_Sale,msite,OtherPaid,4,4,,,,,,,,,,,,,,,,,,0.65159,1,16.28975,0.6,1,,,
143479353,0,4,3.2618,1,4,2,2,1,1,2,2,2.25,Quikr,Delhi_NCR,Villa_Sale,desktop,Organic,1,1,2,2,1,1,0,1,1,2,4.5,0,Quikr,Delhi_NCR,Villa_Sale,desktop,Organic,1,4,0.2038625,0.666666667,3.2618,0.5,1,1,0.5,0.25
155901952,0,9,7.77,1,9,2,9,0,0,2,1,0,Quikr,Kolkata,Plot_Sale,msite,OtherPaid,1,1,2,2,2,2,0,0,2,1,0,0,Quikr,Kolkata,Plot_Sale,msite,OtherPaid,1,1,0.095925926,1,7.77,0.222222222,1,1,1,1
156923785,0,4,13.51216667,1,3,2,3,0,1,2,1,2.25,Quikr,ROI,Apartment_Sale,,OtherPaid,1,3,1,0,0,0,0,1,0,1,,1,Quikr,ROI,Others,,Internal,4,4,1.501351852,1,13.51216667,0.666666667,0.333333333,,,1
155466725,0,1,0,1,0,0,0,0,1,0,1,,Quikr,ROI,Others,msite,Internal,4,4,1,0,0,0,0,1,0,1,,1,Quikr,ROI,Others,msite,Internal,4,4,,,0,,1,,,1
142189134,0,15,33.2742,1,15,3,0,0,15,1,1,0,Quikr,Mumbai_MMR,Others,desktop,OtherPaid,1,1,6,6,3,0,0,6,1,1,0,0,Quikr,Mumbai_MMR,Others,desktop,OtherPaid,1,1,0.147885333,,33.2742,0.2,1,,0.5,1
138120383,0,31,38.67653333,7,27,16,31,0,0,8,1,1.255913978,Quikr,Kolkata,Plot_Sale,msite,OtherPaid,1,4,6,3,3,6,0,0,3,1,2.7,3,Quikr,Kolkata,Plot_Sale,msite,Organic,4,4,0.05305423,1,5.525219048,0.592592593,0.25,1,1,1
97290341,0,10,9.040783333,2,4,1,4,0,6,1,2,2.4,Quikr,Pune,Others,desktop,OtherPaid,4,4,3,2,1,2,0,1,1,2,3,1,Quikr,Pune,Villa_Sale,desktop,Direct,1,3,0.565048958,1,4.520391667,0.25,1,1,0.5,0.333333333
150659874,0,12,20.03498333,1,12,5,12,0,0,2,1,0.151515152,Quikr,Hyderabad,Plot_Sale,desktop,OtherPaid,1,4,1,1,1,1,0,0,1,1,,0,Quikr,Hyderabad,Plot_Sale,desktop,OtherPaid,1,4,0.139131829,1,20.03498333,0.416666667,0.25,1,1,0.25
153976697,0,32,29.98993333,5,32,10,32,0,0,1,1,0.544354839,Quikr,Chennai,Plot_Sale,Quikr,OtherPaid,1,4,11,11,9,11,0,0,1,1,0.818181818,0,Quikr,Chennai,Plot_Sale,Quikr,Internal,1,4,0.029287044,1,5.997986667,0.3125,0.25,1,0.818181818,0.25
140876751,0,29,19.7354,2,29,13,9,12,8,3,2,1.108374384,Quikr,Chennai,Others,desktop,OtherPaid,1,1,6,6,2,0,2,4,2,2,2.7,0,Quikr,Chennai,Others,desktop,Direct,1,4,0.023466587,0.428571429,9.8677,0.448275862,1,0,0.333333333,0.25
140577993,0,46,52.25116667,10,46,14,44,2,0,7,2,0.382608696,Quikr,Pune,Apartment_Sale,msite,OtherPaid,1,1,,,,,,,,,,,,,,,,,,0.024693368,0.956521739,5.225116667,0.304347826,1,,,
150871916,0,2,4.086033333,1,2,1,2,0,0,1,1,0,Quikr,ROI,Plot_Sale,,Referral,1,4,1,1,1,1,0,0,1,1,,0,Quikr,ROI,Plot_Sale,,Referral,1,4,1.021508333,1,4.086033333,0.5,0.25,1,1,0.25
151762746,0,4,0.163616667,2,4,2,4,0,0,1,1,0,Quikr,ROI,Plot_Sale,msite,Alerts,1,1,2,2,2,2,0,0,1,1,0,0,Quikr,ROI,Plot_Sale,msite,Alerts,1,2,0.010226042,1,0.081808333,0.5,1,1,1,0.5
118892973,0,9,2.3194,2,9,3,9,0,0,3,2,1.694444444,Quikr,Mumbai_MMR,Apartment_Sale,desktop,OtherPaid,1,1,4,4,2,4,0,0,2,2,3,0,Quikr,ROI,Apartment_Sale,desktop,Organic,1,1,0.028634568,1,1.1597,0.333333333,1,1,0.5,1
33723164,0,23,16.19648333,2,23,14,23,0,0,11,1,0.529411765,Quikr,ROI,Plot_Sale,,OtherPaid,1,3,3,3,2,3,0,0,2,1,,0,Quikr,ROI,Plot_Sale,,Internal,1,1,0.030617171,1,8.098241667,0.608695652,0.333333333,1,0.666666667,1
151601662,0,1,0,1,0,0,1,0,0,0,1,,Quikr,Hyderabad,Villa_Sale,,Organic,4,4,1,0,0,1,0,0,0,1,,1,Quikr,Hyderabad,Villa_Sale,,Organic,4,4,,1,0,,1,1,,1
122787287,0,2,0,1,0,0,0,0,2,0,1,0,Quikr,ROI,Others,msite,Organic,4,4,2,0,0,0,0,2,0,1,0,2,Quikr,ROI,Others,msite,Organic,4,4,,,0,,1,,,1
155517449,0,4,4.89515,1,4,1,4,0,0,1,2,2.25,Quikr,Kolkata,Plot_Sale,msite,Referral,1,3,2,2,1,2,0,0,1,2,4.5,0,Quikr,Kolkata,Plot_Sale,msite,Referral,1,3,0.305946875,1,4.89515,0.25,0.333333333,1,0.5,0.333333333
134710959,0,6,3.39535,2,6,3,5,1,0,3,1,1.5,Quikr,ROI,Apartment_Sale,msite,Alerts,1,3,1,1,1,1,0,0,1,1,,0,Quikr,ROI,Apartment_Sale,msite,Alerts,1,3,0.094315278,0.833333333,1.697675,0.5,0.333333333,1,1,0.333333333
153872003,0,54,63.84006667,4,54,12,48,0,6,7,1,1.977987421,Quikr,ROI,Plot_Sale,msite,Internal,1,4,27,27,10,23,0,4,6,1,2.333333333,0,Quikr,ROI,Plot_Sale,msite,Internal,4,4,0.021893027,1,15.96001667,0.222222222,0.25,1,0.37037037,1
121822288,0,1,0,1,1,1,0,1,0,1,1,,Quikr,ROI,Villa_Rent,Quikr,Organic,1,4,1,1,1,0,1,0,1,1,,0,Quikr,ROI,Villa_Rent,Quikr,Organic,1,4,0,0,0,1,0.25,0,1,0.25
144414096,0,5,59.4914,6,18,16,12,6,0,10,1,1.006535948,Quikr,Mumbai_MMR,Apartment_Sale,app,OtherPaid,1,2,,,,,,,,,,,,,,,,,,0.183615432,0.666666667,9.915233333,0.888888889,0.5,,,
140006210,0,7,33.97848333,2,6,5,6,0,1,1,2,0,Quikr,ROI,Apartment_Sale,msite,Organic,4,4,5,4,4,4,0,1,0,1,0,1,Quikr,ROI,Apartment_Sale,msite,Organic,4,4,0.943846759,1,16.98924167,0.833333333,1,1,1,1
154690086,0,2,0.329516667,1,0,0,0,0,2,0,1,0,Quikr,ROI,Others,msite,SEM,4,4,2,0,0,0,0,2,0,1,0,2,Quikr,ROI,Others,msite,SEM,4,4,,,0.329516667,,1,,,1
134876171,0,7,23.2418,3,7,3,7,0,0,1,1,0,Quikr,Bangalore,Apartment_Sale,msite,Alerts,2,3,,,,,,,,,,,,,,,,,,0.474322449,1,7.747266667,0.428571429,0.666666667,,,
3433737,0,1,0,1,1,1,1,0,0,1,1,,Quikr,Mumbai_MMR,Apartment_Sale,desktop,OtherPaid,3,4,,,,,,,,,,,,,,,,,,0,1,0,1,0.75,,,
125996377,0,42,62.13408333,3,42,14,9,32,1,4,2,0.973286876,Quikr,Delhi_NCR,Apartment_Rent,desktop,OtherPaid,1,1,12,12,4,2,10,0,1,2,1.840909091,0,Quikr,Delhi_NCR,Apartment_Rent,desktop,Direct,1,1,0.035223403,0.219512195,20.71136111,0.333333333,1,0.166666667,0.333333333,1
148797110,0,3,4.09815,1,3,2,3,0,0,2,1,0,Quikr,ROI,Plot_Sale,,OtherPaid,1,2,1,1,1,1,0,0,1,1,,0,Quikr,ROI,Plot_Sale,,Direct,1,2,0.45535,1,4.09815,0.666666667,0.5,1,1,0.5
137740160,0,10,38.17626667,1,9,6,9,0,1,3,1,0.766666667,Quikr,Bangalore,Villa_Sale,msite,OtherPaid,2,3,1,1,1,1,0,0,1,1,,0,Quikr,Bangalore,Villa_Sale,,Direct,2,3,0.471311934,1,38.17626667,0.666666667,0.666666667,1,1,0.666666667
153977191,0,12,6.544316667,4,12,3,12,0,0,2,1,0.265151515,Quikr,Mumbai_MMR,Apartment_Sale,msite,Alerts,2,1,5,5,3,5,0,0,2,1,0.3,0,Quikr,Mumbai_MMR,Apartment_Sale,msite,Alerts,2,1,0.045446644,1,1.636079167,0.25,2,1,0.6,2
157391319,0,18,19.04286667,1,17,5,18,0,0,3,1,0.565359477,Quikr,Mumbai_MMR,Apartment_Sale,msite,Organic,2,1,7,6,3,7,0,0,2,1,1,1,Quikr,Mumbai_MMR,Apartment_Sale,msite,Organic,2,1,0.065892272,1,19.04286667,0.294117647,2,1,0.5,2
75309121,0,9,10.43371667,1,9,4,9,0,0,4,1,0,Quikr,ROI,Villa_Sale,msite,OtherPaid,1,4,,,,,,,,,,,,,,,,,,0.128811317,1,10.43371667,0.444444444,0.25,,,
156773727,0,10,9.3803,2,10,4,9,0,1,4,1,0,Quikr,ROI,Apartment_Sale,,OtherPaid,1,2,1,1,1,1,0,0,1,1,,0,Quikr,ROI,Apartment_Sale,,Internal,1,2,0.093803,1,4.69015,0.4,0.5,1,1,0.5
132330848,0,17,8.292216667,1,17,5,17,0,0,2,1,0,Quikr,Mumbai_MMR,Apartment_Sale,desktop,CF,1,1,3,3,2,3,0,0,1,1,0,0,Quikr,Mumbai_MMR,Apartment_Sale,desktop,Organic,1,1,0.028692791,1,8.292216667,0.294117647,1,1,0.666666667,1
155520199,0,8,6.55305,1,8,4,8,0,0,1,2,1.928571429,Quikr,Kolkata,Apartment_Sale,msite,Organic,1,1,4,4,2,4,0,0,1,2,3,0,Quikr,ROI,Apartment_Sale,msite,Organic,1,4,0.102391406,1,6.55305,0.5,1,1,0.5,0.25
133316808,0,2,2.46845,1,2,1,2,0,0,1,1,0,Quikr,Chennai,Villa_Sale,msite,Referral,1,2,1,1,1,1,0,0,1,1,,0,Quikr,Chennai,Villa_Sale,msite,Referral,1,2,0.6171125,1,2.46845,0.5,0.5,1,1,0.5
11943042,0,23,28.13001667,4,22,7,22,0,1,6,1,0.632411067,Quikr,ROI,Villa_Sale,msite,OtherPaid,3,4,6,6,2,6,0,0,2,1,0,0,Quikr,ROI,Villa_Sale,msite,OtherPaid,3,4,0.058119869,1,7.032504167,0.318181818,0.75,1,0.333333333,0.75
155166806,0,6,16.48501667,1,6,1,4,0,2,0,1,0,Quikr,ROI,Apartment_Sale,msite,Organic,4,4,5,5,1,4,0,1,0,1,0,0,Quikr,ROI,Apartment_Sale,msite,Organic,4,4,0.45791713,1,16.48501667,0.166666667,1,1,0.2,1
146761054,0,113,169.2986667,22,113,37,0,113,0,16,1,0,Quikr,ROI,Apartment_Rent,msite,OtherPaid,1,2,,,,,,,,,,,,,,,,,,0.013258569,0,7.695393939,0.327433628,0.5,,,
150686350,0,28,12.26695,4,28,6,28,0,0,4,2,1.544973545,Quikr,Kolkata,Apartment_Sale,msite,Organic,1,2,8,8,2,8,0,0,2,2,2.571428571,0,Quikr,ROI,Apartment_Sale,msite,Organic,4,4,0.01564662,1,3.0667375,0.214285714,0.5,1,0.25,1
142701690,0,23,17.99486667,5,23,12,23,0,0,4,2,0.351778656,Quikr,Bangalore,Villa_Sale,desktop,Alerts,2,4,5,5,3,5,0,0,1,1,0.3,0,Quikr,Bangalore,Villa_Sale,desktop,Alerts,2,4,0.034016761,1,3.598973333,0.52173913,0.5,1,0.6,0.5
128982279,0,26,9.333733333,4,26,5,26,0,0,5,1,0.204615385,Quikr,ROI,Plot_Sale,msite,Alerts,2,4,10,10,4,10,0,0,4,1,0.1,0,Quikr,ROI,Plot_Sale,msite,Alerts,2,4,0.013807298,1,2.333433333,0.192307692,0.5,1,0.4,0.5
153970320,0,10,9.003766667,1,9,2,9,0,1,1,1,0.9,Quikr,Mumbai_MMR,Apartment_Sale,msite,OtherPaid,1,1,2,2,1,2,0,0,1,1,0,0,Quikr,Mumbai_MMR,Apartment_Sale,msite,Internal,1,1,0.111157613,1,9.003766667,0.222222222,1,1,0.5,1
153636218,0,6,7.061733333,1,6,3,6,0,0,2,1,0.666666667,Quikr,Pune,Apartment_Sale,msite,OtherPaid,2,1,1,1,1,1,0,0,1,1,,0,Quikr,Pune,Apartment_Sale,msite,OtherPaid,2,1,0.196159259,1,7.061733333,0.5,2,1,1,2
135678045,0,3,1.842433333,2,3,2,2,1,0,2,2,0,Quikr,ROI,Villa_Sale,desktop,CF,1,3,1,1,1,1,0,0,1,1,,0,Quikr,ROI,Villa_Sale,,Direct,1,3,0.204714815,0.666666667,0.921216667,0.666666667,0.333333333,1,1,0.333333333
155519793,0,11,4.131683333,1,11,2,11,0,0,2,1,0,Quikr,ROI,Villa_Sale,Quikr,Alerts,1,4,5,5,1,5,0,0,1,1,0,0,Quikr,ROI,Villa_Sale,Quikr,Alerts,1,4,0.034146143,1,4.131683333,0.181818182,0.25,1,0.2,0.25
147279625,0,41,109.5125667,16,41,14,41,0,0,9,2,0.31097561,Quikr,Bangalore,Plot_Sale,desktop,OtherPaid,1,1,,,,,,,,,,,,,,,,,,0.065147273,1,6.844535417,0.341463415,1,,,
156816833,0,13,34.55035,1,13,7,13,0,0,7,1,0,Quikr,ROI,Plot_Sale,Quikr,OtherPaid,1,4,2,2,1,2,0,0,1,1,0,0,Quikr,ROI,Plot_Sale,Quikr,Direct,1,4,0.204439941,1,34.55035,0.538461538,0.25,1,0.5,0.25
152898152,0,4,87.47578333,3,30,22,30,0,0,3,2,1.822660099,Quikr,Hyderabad,Villa_Sale,app,OtherPaid,1,1,3,3,2,3,0,0,0,1,0,0,Quikr,ROI,Villa_Sale,msite,Alerts,4,4,0.097195315,1,29.15859444,0.733333333,1,1,0.666666667,1
143321532,0,2,0.559733333,1,2,1,2,0,0,1,1,0,Quikr,Bangalore,Villa_Sale,desktop,Referral,4,4,,,,,,,,,,,,,,,,,,0.139933333,1,0.559733333,0.5,1,,,
133664628,0,27,12.90551667,2,4,3,27,0,0,1,2,0.43019943,Commonfloor,ROI,Apartment_Sale,desktop,CF,4,4,17,0,0,17,0,0,0,1,0,0,Commonfloor,ROI,Apartment_Sale,desktop,CF,4,4,0.806594792,1,6.452758333,0.75,1,1,,1
157299594,0,6,24.18008333,1,6,3,6,0,0,3,1,0,Quikr,ROI,Plot_Sale,msite,Internal,1,3,3,3,3,3,0,0,3,1,0,0,Quikr,ROI,Plot_Sale,msite,Internal,1,3,0.671668981,1,24.18008333,0.5,0.333333333,1,1,0.333333333
150733074,0,12,14.31945,2,12,5,12,0,0,3,2,1.363636364,Quikr,Mumbai_MMR,Apartment_Sale,msite,SMS,1,1,4,4,2,4,0,0,1,2,3,0,Quikr,ROI,Villa_Sale,msite,SMS,1,1,0.099440625,1,7.159725,0.416666667,1,1,0.5,1
83385038,0,4,2.6532,1,4,2,4,0,0,2,1,0,Quikr,Pune,Apartment_Sale,,OtherPaid,1,1,1,1,1,1,0,0,1,1,,0,Quikr,Pune,Apartment_Sale,,Organic,1,1,0.165825,1,2.6532,0.5,1,1,1,1
128923817,0,19,11.10233333,1,17,2,19,0,0,1,2,1.029239766,Quikr,Hyderabad,Plot_Sale,msite,SMS,2,4,10,8,2,10,0,0,1,2,1.066666667,2,Quikr,Hyderabad,Plot_Sale,msite,SMS,4,4,0.038416378,1,11.10233333,0.117647059,0.5,1,0.25,1
109776982,0,6,5.699466667,1,6,2,6,0,0,2,1,0.166666667,Quikr,Mumbai_MMR,Apartment_Sale,msite,OtherPaid,2,1,1,1,1,1,0,0,1,1,,0,Quikr,Mumbai_MMR,Apartment_Sale,msite,Internal,2,1,0.158318519,1,5.699466667,0.333333333,2,1,1,2
154197262,0,12,11.37183333,4,12,6,12,0,0,4,1,0.272727273,Quikr,Bangalore,Plot_Sale,msite,OtherPaid,2,3,2,2,1,2,0,0,1,1,0,0,Quikr,Bangalore,Plot_Sale,msite,OtherPaid,2,3,0.078971065,1,2.842958333,0.5,0.666666667,1,0.5,0.666666667
131095722,0,23,20.27226667,2,6,2,6,0,17,0,1,0,Quikr,ROI,Others,desktop,SEM,4,4,21,4,2,4,0,17,0,1,0,17,Quikr,ROI,Others,desktop,SEM,4,4,0.563118519,1,10.13613333,0.333333333,1,1,0.5,1
125990128,0,18,17.89928333,1,16,4,16,0,2,4,1,0.941176471,Quikr,Kolkata,Plot_Sale,desktop,OtherPaid,1,4,6,6,3,6,0,0,3,1,0,0,Quikr,Kolkata,Plot_Sale,desktop,SEM,1,4,0.069919076,1,17.89928333,0.25,0.25,1,0.5,0.25
145644813,0,62,5.07585,4,62,4,62,0,0,2,2,2.284505553,Quikr,ROI,Plot_Sale,msite,Organic,4,4,44,44,4,44,0,0,2,2,2.259513742,0,Quikr,ROI,Plot_Sale,msite,Organic,4,4,0.00132046,1,1.2689625,0.064516129,1,1,0.090909091,1
44028910,0,2,1.8861,1,1,1,1,0,1,0,1,0,Quikr,ROI,Others,desktop,Organic,4,4,2,1,1,1,0,1,0,1,0,1,Quikr,ROI,Others,desktop,Organic,4,4,1.8861,1,1.8861,1,1,1,1,1
154489753,0,5,0.68195,1,5,1,5,0,0,1,1,0,Quikr,Mumbai_MMR,Apartment_Sale,,Alerts,4,2,1,1,1,1,0,0,1,1,,0,Quikr,Mumbai_MMR,Apartment_Sale,,Alerts,4,2,0.027278,1,0.68195,0.2,2,1,1,2
127450668,0,11,35.24996667,1,11,3,11,0,0,3,1,0,Quikr,ROI,Plot_Sale,Quikr,OtherPaid,1,4,3,3,1,3,0,0,1,1,0,0,Quikr,ROI,Plot_Sale,Quikr,Internal,1,4,0.291322039,1,35.24996667,0.272727273,0.25,1,0.333333333,0.25
133097202,0,1,0,1,1,1,1,0,0,1,1,,Quikr,ROI,Apartment_Sale,msite,OtherPaid,2,4,,,,,,,,,,,,,,,,,,0,1,0,1,0.5,,,
149907356,0,8,10.8863,2,7,2,7,0,1,1,1,0.696428571,Quikr,ROI,Villa_Sale,msite,OtherPaid,2,3,1,0,0,0,0,1,0,1,,1,Quikr,ROI,Others,msite,Direct,4,4,0.222169388,1,5.44315,0.285714286,0.666666667,,,1
128807305,0,14,4.049683333,1,14,1,14,0,0,1,2,1.978021978,Quikr,Mumbai_MMR,Apartment_Sale,msite,SEM,1,1,4,4,1,4,0,0,1,2,3,0,Quikr,ROI,Apartment_Sale,msite,SEM,1,4,0.02066165,1,4.049683333,0.071428571,1,1,0.25,0.25
140620746,0,19,37.39238333,1,19,8,19,0,0,5,1,0,Quikr,Kolkata,Apartment_Sale,msite,OtherPaid,1,3,5,5,4,5,0,0,2,1,0,0,Quikr,Kolkata,Apartment_Sale,msite,Internal,1,3,0.103580009,1,37.39238333,0.421052632,0.333333333,1,0.8,0.333333333
156144343,0,24,63.66746667,2,20,4,20,0,4,1,1,1.548913043,Quikr,ROI,Plot_Sale,Quikr,OtherPaid,4,4,2,2,1,2,0,0,1,1,0,0,Quikr,ROI,Plot_Sale,,Referral,4,4,0.159168667,1,31.83373333,0.2,1,1,0.5,1
155731080,0,27,18.64815,1,27,5,27,0,0,4,1,2.131054131,Quikr,ROI,Commercial_Sale,msite,Internal,1,1,8,8,2,8,0,0,2,1,2.571428571,0,Quikr,ROI,Commercial_Sale,msite,Internal,1,4,0.025580453,1,18.64815,0.185185185,1,1,0.25,0.25
121768002,0,2,0,2,1,1,1,0,1,1,2,4.5,Quikr,Hyderabad,Apartment_Sale,msite,Alerts,4,4,1,0,0,0,0,1,0,1,,1,Quikr,ROI,Others,desktop,Organic,4,4,0,1,0,1,1,,,1
148239439,0,9,5.479366667,1,8,2,0,6,3,1,1,1.75,Quikr,Delhi_NCR,Apartment_Rent,msite,OtherPaid,4,4,4,3,1,0,3,1,0,1,0,1,Quikr,Delhi_NCR,Apartment_Rent,msite,SEM,4,4,0.085615104,0,5.479366667,0.25,1,0,0.333333333,1
147483322,0,6,2.83675,1,6,2,5,0,1,2,1,1.5,Quikr,ROI,Villa_Sale,msite,OtherPaid,1,1,1,1,1,1,0,0,1,1,,0,Quikr,ROI,Villa_Sale,msite,OtherPaid,1,1,0.078798611,1,2.83675,0.333333333,1,1,1,1
157383425,0,4,2.220966667,1,4,1,4,0,0,1,1,0,Quikr,Pune,Plot_Sale,,OtherPaid,1,2,1,1,1,1,0,0,1,1,,0,Quikr,Pune,Plot_Sale,,Internal,1,2,0.138810417,1,2.220966667,0.25,0.5,1,1,0.5
